fishery_name,month,combined_type,n,total,prop
Upper Chehalis salmon 2023,2023-10-01,Unguided-Boat,89,123,0.7235772357723578
Upper Chehalis salmon 2023,2023-11-01,Guided-Bank,0,119,0
Upper Chehalis salmon 2023,2023-11-01,Guided-Boat,16,119,0.13445378151260504
Upper Chehalis salmon 2023,2023-11-01,Unguided-Bank,12,119,0.10084033613445378
Upper Chehalis salmon 2023,2023-11-01,Unguided-Boat,91,119,0.7647058823529411
Willapa winter steelhead 2022,2022-01-01,Guided-Bank,0,169,0
Willapa winter steelhead 2022,2022-01-01,Guided-Boat,0,169,0
Willapa winter steelhead 2022,2022-01-01,Unguided-Bank,169,169,1
Willapa winter steelhead 2022,2022-01-01,Unguided-Boat,0,169,0
Willapa winter steelhead 2022,2022-02-01,Guided-Bank,5,116,0.04310344827586207
Willapa winter steelhead 2022,2022-02-01,Guided-Boat,0,116,0
Willapa winter steelhead 2022,2022-02-01,Unguided-Bank,109,116,0.9396551724137931
Willapa winter steelhead 2022,2022-02-01,Unguided-Boat,2,116,0.017241379310344827
Willapa winter steelhead 2022-23,2022-12-01,Guided-Bank,0,29,0
Willapa winter steelhead 2022-23,2022-12-01,Guided-Boat,0,29,0
Willapa winter steelhead 2022-23,2022-12-01,Unguided-Bank,29,29,1
Willapa winter steelhead 2022-23,2022-12-01,Unguided-Boat,0,29,0
Willapa winter steelhead 2022-23,2023-01-01,Guided-Bank,0,123,0
Willapa winter steelhead 2022-23,2023-01-01,Guided-Boat,0,123,0
Willapa winter steelhead 2022-23,2023-01-01,Unguided-Bank,122,123,0.991869918699187
Willapa winter steelhead 2022-23,2023-01-01,Unguided-Boat,1,123,0.008130081300813009
Willapa winter steelhead 2022-23,2023-02-01,Guided-Bank,0,78,0
Willapa winter steelhead 2022-23,2023-02-01,Guided-Boat,0,78,0
Willapa winter steelhead 2022-23,2023-02-01,Unguided-Bank,78,78,1
Willapa winter steelhead 2022-23,2023-02-01,Unguided-Boat,0,78,0
Willapa winter steelhead 2022-23,2023-03-01,Guided-Bank,0,59,0
Willapa winter steelhead 2022-23,2023-03-01,Guided-Boat,0,59,0
Willapa winter steelhead 2022-23,2023-03-01,Unguided-Bank,58,59,0.9830508474576272
Willapa winter steelhead 2022-23,2023-03-01,Unguided-Boat,1,59,0.01694915254237288
Willapa winter steelhead 2023-24,2023-12-01,Guided-Bank,0,263,0
Willapa winter steelhead 2023-24,2023-12-01,Guided-Boat,0,263,0
Willapa winter steelhead 2023-24,2023-12-01,Unguided-Bank,255,263,0.9695817490494296
Willapa winter steelhead 2023-24,2023-12-01,Unguided-Boat,8,263,0.030418250950570342
Willapa winter steelhead 2023-24,2024-01-01,Guided-Bank,0,112,0
Willapa winter steelhead 2023-24,2024-01-01,Guided-Boat,0,112,0
Willapa winter steelhead 2023-24,2024-01-01,Unguided-Bank,111,112,0.9910714285714286
Willapa winter steelhead 2023-24,2024-01-01,Unguided-Boat,1,112,0.008928571428571428
Willapa winter steelhead 2023-24,2024-02-01,Guided-Bank,0,76,0
Willapa winter steelhead 2023-24,2024-02-01,Guided-Boat,0,76,0
Willapa winter steelhead 2023-24,2024-02-01,Unguided-Bank,72,76,0.9473684210526315
Willapa winter steelhead 2023-24,2024-02-01,Unguided-Boat,4,76,0.05263157894736842
Willapa winter steelhead 2023-24,2024-03-01,Guided-Bank,1,83,0.012048192771084338
Willapa winter steelhead 2023-24,2024-03-01,Guided-Boat,0,83,0
Willapa winter steelhead 2023-24,2024-03-01,Unguided-Bank,76,83,0.9156626506024096
Willapa winter steelhead 2023-24,2024-03-01,Unguided-Boat,6,83,0.07228915662650602
Wynoochee winter steelhead 2024-25,2024-12-01,Guided-Bank,0,113,0
Wynoochee winter steelhead 2024-25,2024-12-01,Guided-Boat,3,113,0.02654867256637168
Wynoochee winter steelhead 2024-25,2024-12-01,Unguided-Bank,68,113,0.6017699115044248
Wynoochee winter steelhead 2024-25,2024-12-01,Unguided-Boat,42,113,0.37168141592920356
Wynoochee winter steelhead 2024-25,2025-01-01,Guided-Bank,1,249,0.004016064257028112
Wynoochee winter steelhead 2024-25,2025-01-01,Guided-Boat,29,249,0.11646586345381527
Wynoochee winter steelhead 2024-25,2025-01-01,Unguided-Bank,108,249,0.43373493975903615
Wynoochee winter steelhead 2024-25,2025-01-01,Unguided-Boat,111,249,0.4457831325301205
Wynoochee winter steelhead 2024-25,2025-02-01,Guided-Bank,0,183,0
Wynoochee winter steelhead 2024-25,2025-02-01,Guided-Boat,21,183,0.11475409836065574
Wynoochee winter steelhead 2024-25,2025-02-01,Unguided-Bank,108,183,0.5901639344262295
Wynoochee winter steelhead 2024-25,2025-02-01,Unguided-Boat,54,183,0.29508196721311475
Wynoochee winter steelhead 2025-26,2025-12-01,Guided-Bank,0,84,0
Wynoochee winter steelhead 2025-26,2025-12-01,Guided-Boat,3,84,0.03571428571428571
Wynoochee winter steelhead 2025-26,2025-12-01,Unguided-Bank,50,84,0.5952380952380952
Wynoochee winter steelhead 2025-26,2025-12-01,Unguided-Boat,31,84,0.36904761904761907
Wynoochee winter steelhead 2025-26,2026-01-01,Guided-Bank,0,199,0
Wynoochee winter steelhead 2025-26,2026-01-01,Guided-Boat,34,199,0.1708542713567839
Wynoochee winter steelhead 2025-26,2026-01-01,Unguided-Bank,78,199,0.39195979899497485
Wynoochee winter steelhead 2025-26,2026-01-01,Unguided-Boat,87,199,0.4371859296482412
Wynoochee winter steelhead 2025-26,2026-02-01,Guided-Bank,1,144,0.006944444444444444
Wynoochee winter steelhead 2025-26,2026-02-01,Guided-Boat,19,144,0.13194444444444445
Wynoochee winter steelhead 2025-26,2026-02-01,Unguided-Bank,74,144,0.5138888888888888
Wynoochee winter steelhead 2025-26,2026-02-01,Unguided-Boat,50,144,0.3472222222222222
