fishery_name,week,combined_type,n,total,prop
Nooksack spring Chinook 2022,2022-06-05,Unguided-Boat,0,9,0
Nooksack spring Chinook 2022,2022-06-12,Guided-Bank,0,24,0
Nooksack spring Chinook 2022,2022-06-12,Guided-Boat,0,24,0
Nooksack spring Chinook 2022,2022-06-12,Unguided-Bank,24,24,1
Nooksack spring Chinook 2022,2022-06-12,Unguided-Boat,0,24,0
Nooksack spring Chinook 2022,2022-06-19,Guided-Bank,0,26,0
Nooksack spring Chinook 2022,2022-06-19,Guided-Boat,0,26,0
Nooksack spring Chinook 2022,2022-06-19,Unguided-Bank,26,26,1
Nooksack spring Chinook 2022,2022-06-19,Unguided-Boat,0,26,0
Nooksack spring Chinook 2022,2022-06-26,Guided-Bank,0,18,0
Nooksack spring Chinook 2022,2022-06-26,Guided-Boat,0,18,0
Nooksack spring Chinook 2022,2022-06-26,Unguided-Bank,18,18,1
Nooksack spring Chinook 2022,2022-06-26,Unguided-Boat,0,18,0
Nooksack spring Chinook 2022,2022-07-03,Guided-Bank,0,18,0
Nooksack spring Chinook 2022,2022-07-03,Guided-Boat,0,18,0
Nooksack spring Chinook 2022,2022-07-03,Unguided-Bank,17,18,0.9444444444444444
Nooksack spring Chinook 2022,2022-07-03,Unguided-Boat,1,18,0.05555555555555555
Nooksack spring Chinook 2022,2022-07-10,Guided-Bank,0,10,0
Nooksack spring Chinook 2022,2022-07-10,Guided-Boat,0,10,0
Nooksack spring Chinook 2022,2022-07-10,Unguided-Bank,8,10,0.8
Nooksack spring Chinook 2022,2022-07-10,Unguided-Boat,2,10,0.2
Nooksack spring Chinook 2026,2026-05-17,Guided-Bank,0,20,0
Nooksack spring Chinook 2026,2026-05-17,Guided-Boat,0,20,0
Nooksack spring Chinook 2026,2026-05-17,Unguided-Bank,16,20,0.8
Nooksack spring Chinook 2026,2026-05-17,Unguided-Boat,4,20,0.2
Nooksack spring Chinook 2026,2026-05-24,Guided-Bank,0,84,0
Nooksack spring Chinook 2026,2026-05-24,Guided-Boat,0,84,0
Nooksack spring Chinook 2026,2026-05-24,Unguided-Bank,75,84,0.8928571428571429
Nooksack spring Chinook 2026,2026-05-24,Unguided-Boat,9,84,0.10714285714285714
Nooksack spring Chinook 2026,2026-05-31,Guided-Bank,0,95,0
Nooksack spring Chinook 2026,2026-05-31,Guided-Boat,1,95,0.010526315789473684
Nooksack spring Chinook 2026,2026-05-31,Unguided-Bank,86,95,0.9052631578947369
Nooksack spring Chinook 2026,2026-05-31,Unguided-Boat,8,95,0.08421052631578947
Nooksack spring Chinook 2026,2026-06-07,Guided-Bank,0,37,0
Nooksack spring Chinook 2026,2026-06-07,Guided-Boat,1,37,0.02702702702702703
Nooksack spring Chinook 2026,2026-06-07,Unguided-Bank,35,37,0.9459459459459459
Nooksack spring Chinook 2026,2026-06-07,Unguided-Boat,1,37,0.02702702702702703
Nooksack winter gamefish 2021-22,2022-01-23,Guided-Bank,0,44,0
Nooksack winter gamefish 2021-22,2022-01-23,Guided-Boat,0,44,0
Nooksack winter gamefish 2021-22,2022-01-23,Unguided-Bank,36,44,0.8181818181818182
Nooksack winter gamefish 2021-22,2022-01-23,Unguided-Boat,8,44,0.18181818181818182
Nooksack winter gamefish 2021-22,2022-01-30,Guided-Bank,0,61,0
Nooksack winter gamefish 2021-22,2022-01-30,Guided-Boat,0,61,0
Nooksack winter gamefish 2021-22,2022-01-30,Unguided-Bank,51,61,0.8360655737704918
Nooksack winter gamefish 2021-22,2022-01-30,Unguided-Boat,10,61,0.16393442622950818
Nooksack winter gamefish 2021-22,2022-02-06,Guided-Bank,0,88,0
Nooksack winter gamefish 2021-22,2022-02-06,Guided-Boat,0,88,0
Nooksack winter gamefish 2021-22,2022-02-06,Unguided-Bank,71,88,0.8068181818181818
Nooksack winter gamefish 2021-22,2022-02-06,Unguided-Boat,17,88,0.19318181818181818
Nooksack winter gamefish 2021-22,2022-02-13,Guided-Bank,0,61,0
Nooksack winter gamefish 2021-22,2022-02-13,Guided-Boat,0,61,0
Nooksack winter gamefish 2021-22,2022-02-13,Unguided-Bank,50,61,0.819672131147541
Nooksack winter gamefish 2021-22,2022-02-13,Unguided-Boat,11,61,0.18032786885245902
Nooksack winter gamefish 2022-23,2022-11-27,Guided-Bank,0,9,0
Nooksack winter gamefish 2022-23,2022-11-27,Guided-Boat,0,9,0
Nooksack winter gamefish 2022-23,2022-11-27,Unguided-Bank,9,9,1
Nooksack winter gamefish 2022-23,2022-11-27,Unguided-Boat,0,9,0
Nooksack winter gamefish 2022-23,2022-12-04,Guided-Bank,0,30,0
Nooksack winter gamefish 2022-23,2022-12-04,Guided-Boat,0,30,0
Nooksack winter gamefish 2022-23,2022-12-04,Unguided-Bank,25,30,0.8333333333333334
Nooksack winter gamefish 2022-23,2022-12-04,Unguided-Boat,5,30,0.16666666666666666
Nooksack winter gamefish 2022-23,2022-12-11,Guided-Bank,0,46,0
Nooksack winter gamefish 2022-23,2022-12-11,Guided-Boat,0,46,0
Nooksack winter gamefish 2022-23,2022-12-11,Unguided-Bank,41,46,0.8913043478260869
Nooksack winter gamefish 2022-23,2022-12-11,Unguided-Boat,5,46,0.10869565217391304
Nooksack winter gamefish 2022-23,2022-12-18,Guided-Bank,0,1,0
Nooksack winter gamefish 2022-23,2022-12-18,Guided-Boat,0,1,0
Nooksack winter gamefish 2022-23,2022-12-18,Unguided-Bank,1,1,1
Nooksack winter gamefish 2022-23,2022-12-18,Unguided-Boat,0,1,0
Nooksack winter gamefish 2022-23,2022-12-25,Guided-Bank,0,1,0
Nooksack winter gamefish 2022-23,2022-12-25,Guided-Boat,0,1,0
Nooksack winter gamefish 2022-23,2022-12-25,Unguided-Bank,1,1,1
Nooksack winter gamefish 2022-23,2022-12-25,Unguided-Boat,0,1,0
Nooksack winter gamefish 2022-23,2023-01-01,Guided-Bank,0,24,0
Nooksack winter gamefish 2022-23,2023-01-01,Guided-Boat,0,24,0
Nooksack winter gamefish 2022-23,2023-01-01,Unguided-Bank,23,24,0.9583333333333334
Nooksack winter gamefish 2022-23,2023-01-01,Unguided-Boat,1,24,0.041666666666666664
Nooksack winter gamefish 2022-23,2023-01-29,Guided-Bank,0,20,0
Nooksack winter gamefish 2022-23,2023-01-29,Guided-Boat,0,20,0
Nooksack winter gamefish 2022-23,2023-01-29,Unguided-Bank,19,20,0.95
Nooksack winter gamefish 2022-23,2023-01-29,Unguided-Boat,1,20,0.05
Nooksack winter gamefish 2022-23,2023-02-05,Guided-Bank,2,108,0.018518518518518517
Nooksack winter gamefish 2022-23,2023-02-05,Guided-Boat,1,108,0.009259259259259259
Nooksack winter gamefish 2022-23,2023-02-05,Unguided-Bank,91,108,0.8425925925925926
Nooksack winter gamefish 2022-23,2023-02-05,Unguided-Boat,14,108,0.12962962962962962
Nooksack winter gamefish 2022-23,2023-02-12,Guided-Bank,0,54,0
Nooksack winter gamefish 2022-23,2023-02-12,Guided-Boat,0,54,0
Nooksack winter gamefish 2022-23,2023-02-12,Unguided-Bank,38,54,0.7037037037037037
Nooksack winter gamefish 2022-23,2023-02-12,Unguided-Boat,16,54,0.2962962962962963
Post Quillayute winter steelhead 2023-24,2024-01-21,Guided-Bank,2,15,0.13333333333333333
Post Quillayute winter steelhead 2023-24,2024-01-21,Guided-Boat,5,15,0.3333333333333333
Post Quillayute winter steelhead 2023-24,2024-01-21,Unguided-Bank,6,15,0.4
Post Quillayute winter steelhead 2023-24,2024-01-21,Unguided-Boat,2,15,0.13333333333333333
Post Quillayute winter steelhead 2023-24,2024-01-28,Guided-Bank,5,29,0.1724137931034483
Post Quillayute winter steelhead 2023-24,2024-01-28,Guided-Boat,16,29,0.5517241379310345
Post Quillayute winter steelhead 2023-24,2024-01-28,Unguided-Bank,6,29,0.20689655172413793
Post Quillayute winter steelhead 2023-24,2024-01-28,Unguided-Boat,2,29,0.06896551724137931
Post Quillayute winter steelhead 2023-24,2024-02-04,Guided-Bank,0,11,0
Post Quillayute winter steelhead 2023-24,2024-02-04,Guided-Boat,6,11,0.5454545454545454
Post Quillayute winter steelhead 2023-24,2024-02-04,Unguided-Bank,0,11,0
Post Quillayute winter steelhead 2023-24,2024-02-04,Unguided-Boat,5,11,0.45454545454545453
Post Quillayute winter steelhead 2023-24,2024-02-11,Guided-Bank,11,32,0.34375
Post Quillayute winter steelhead 2023-24,2024-02-11,Guided-Boat,10,32,0.3125
Post Quillayute winter steelhead 2023-24,2024-02-11,Unguided-Bank,5,32,0.15625
Post Quillayute winter steelhead 2023-24,2024-02-11,Unguided-Boat,6,32,0.1875
Post Quillayute winter steelhead 2023-24,2024-02-18,Guided-Bank,3,33,0.09090909090909091
Post Quillayute winter steelhead 2023-24,2024-02-18,Guided-Boat,7,33,0.21212121212121213
Post Quillayute winter steelhead 2023-24,2024-02-18,Unguided-Bank,11,33,0.3333333333333333
Post Quillayute winter steelhead 2023-24,2024-02-18,Unguided-Boat,12,33,0.36363636363636365
Post Quillayute winter steelhead 2023-24,2024-02-25,Guided-Bank,6,74,0.08108108108108109
Post Quillayute winter steelhead 2023-24,2024-02-25,Guided-Boat,31,74,0.4189189189189189
Post Quillayute winter steelhead 2023-24,2024-02-25,Unguided-Bank,13,74,0.17567567567567569
Post Quillayute winter steelhead 2023-24,2024-02-25,Unguided-Boat,24,74,0.32432432432432434
Post Quillayute winter steelhead 2023-24,2024-03-03,Guided-Bank,5,49,0.10204081632653061
Post Quillayute winter steelhead 2023-24,2024-03-03,Guided-Boat,13,49,0.2653061224489796
Post Quillayute winter steelhead 2023-24,2024-03-03,Unguided-Bank,10,49,0.20408163265306123
Post Quillayute winter steelhead 2023-24,2024-03-03,Unguided-Boat,21,49,0.42857142857142855
Post Quillayute winter steelhead 2023-24,2024-03-10,Guided-Bank,10,66,0.15151515151515152
Post Quillayute winter steelhead 2023-24,2024-03-10,Guided-Boat,18,66,0.2727272727272727
Post Quillayute winter steelhead 2023-24,2024-03-10,Unguided-Bank,23,66,0.3484848484848485
Post Quillayute winter steelhead 2023-24,2024-03-10,Unguided-Boat,15,66,0.22727272727272727
Post Quillayute winter steelhead 2023-24,2024-03-17,Guided-Bank,1,13,0.07692307692307693
Post Quillayute winter steelhead 2023-24,2024-03-17,Guided-Boat,6,13,0.46153846153846156
Post Quillayute winter steelhead 2023-24,2024-03-17,Unguided-Bank,1,13,0.07692307692307693
Post Quillayute winter steelhead 2023-24,2024-03-17,Unguided-Boat,5,13,0.38461538461538464
Post Quillayute winter steelhead 2023-24,2024-03-24,Guided-Bank,2,15,0.13333333333333333
Post Quillayute winter steelhead 2023-24,2024-03-24,Guided-Boat,5,15,0.3333333333333333
Post Quillayute winter steelhead 2023-24,2024-03-24,Unguided-Bank,3,15,0.2
Post Quillayute winter steelhead 2023-24,2024-03-24,Unguided-Boat,5,15,0.3333333333333333
Post Quillayute winter steelhead 2023-24,2024-03-31,Guided-Bank,0,2,0
Post Quillayute winter steelhead 2023-24,2024-03-31,Guided-Boat,1,2,0.5
Post Quillayute winter steelhead 2023-24,2024-03-31,Unguided-Bank,0,2,0
Post Quillayute winter steelhead 2023-24,2024-03-31,Unguided-Boat,1,2,0.5
Pre Quillayute winter steelhead 2023-24,2023-11-26,Guided-Bank,0,2,0
Pre Quillayute winter steelhead 2023-24,2023-11-26,Guided-Boat,0,2,0
Pre Quillayute winter steelhead 2023-24,2023-11-26,Unguided-Bank,2,2,1
Pre Quillayute winter steelhead 2023-24,2023-11-26,Unguided-Boat,0,2,0
Pre Quillayute winter steelhead 2023-24,2023-12-03,Guided-Bank,0,2,0
Pre Quillayute winter steelhead 2023-24,2023-12-03,Guided-Boat,0,2,0
Pre Quillayute winter steelhead 2023-24,2023-12-03,Unguided-Bank,2,2,1
Pre Quillayute winter steelhead 2023-24,2023-12-03,Unguided-Boat,0,2,0
Pre Quillayute winter steelhead 2023-24,2023-12-10,Guided-Bank,0,4,0
Pre Quillayute winter steelhead 2023-24,2023-12-10,Guided-Boat,1,4,0.25
Pre Quillayute winter steelhead 2023-24,2023-12-10,Unguided-Bank,3,4,0.75
Pre Quillayute winter steelhead 2023-24,2023-12-10,Unguided-Boat,0,4,0
Pre Quillayute winter steelhead 2023-24,2023-12-17,Guided-Bank,0,5,0
Pre Quillayute winter steelhead 2023-24,2023-12-17,Guided-Boat,0,5,0
Pre Quillayute winter steelhead 2023-24,2023-12-17,Unguided-Bank,4,5,0.8
Pre Quillayute winter steelhead 2023-24,2023-12-17,Unguided-Boat,1,5,0.2
Pre Quillayute winter steelhead 2023-24,2023-12-24,Guided-Bank,2,12,0.16666666666666666
Pre Quillayute winter steelhead 2023-24,2023-12-24,Guided-Boat,2,12,0.16666666666666666
Pre Quillayute winter steelhead 2023-24,2023-12-24,Unguided-Bank,7,12,0.5833333333333334
Pre Quillayute winter steelhead 2023-24,2023-12-24,Unguided-Boat,1,12,0.08333333333333333
Pre Quillayute winter steelhead 2023-24,2023-12-31,Guided-Bank,5,17,0.29411764705882354
Pre Quillayute winter steelhead 2023-24,2023-12-31,Guided-Boat,0,17,0
Pre Quillayute winter steelhead 2023-24,2023-12-31,Unguided-Bank,10,17,0.5882352941176471
Pre Quillayute winter steelhead 2023-24,2023-12-31,Unguided-Boat,2,17,0.11764705882352941
Pre Quillayute winter steelhead 2023-24,2024-01-07,Guided-Bank,2,18,0.1111111111111111
Pre Quillayute winter steelhead 2023-24,2024-01-07,Guided-Boat,8,18,0.4444444444444444
Pre Quillayute winter steelhead 2023-24,2024-01-07,Unguided-Bank,6,18,0.3333333333333333
Pre Quillayute winter steelhead 2023-24,2024-01-07,Unguided-Boat,2,18,0.1111111111111111
Pre Quillayute winter steelhead 2023-24,2024-01-14,Guided-Bank,4,39,0.10256410256410256
Pre Quillayute winter steelhead 2023-24,2024-01-14,Guided-Boat,17,39,0.4358974358974359
Pre Quillayute winter steelhead 2023-24,2024-01-14,Unguided-Bank,10,39,0.2564102564102564
Pre Quillayute winter steelhead 2023-24,2024-01-14,Unguided-Boat,8,39,0.20512820512820512
Pre Quillayute winter steelhead 2023-24,2024-01-21,Guided-Bank,2,26,0.07692307692307693
Pre Quillayute winter steelhead 2023-24,2024-01-21,Guided-Boat,12,26,0.46153846153846156
Pre Quillayute winter steelhead 2023-24,2024-01-21,Unguided-Bank,1,26,0.038461538461538464
Pre Quillayute winter steelhead 2023-24,2024-01-21,Unguided-Boat,11,26,0.4230769230769231
Puyallup Carbon salmon 2024,2024-09-08,Guided-Bank,0,1,0
Puyallup Carbon salmon 2024,2024-09-08,Guided-Boat,0,1,0
Puyallup Carbon salmon 2024,2024-09-08,Unguided-Bank,0,1,0
Puyallup Carbon salmon 2024,2024-09-08,Unguided-Boat,1,1,1
Queets winter steelhead 2024-25,2025-01-05,Guided-Bank,0,1,0
Queets winter steelhead 2024-25,2025-01-05,Guided-Boat,0,1,0
Queets winter steelhead 2024-25,2025-01-05,Unguided-Bank,1,1,1
Queets winter steelhead 2024-25,2025-01-05,Unguided-Boat,0,1,0
Queets winter steelhead 2024-25,2025-01-12,Guided-Bank,0,12,0
Queets winter steelhead 2024-25,2025-01-12,Guided-Boat,0,12,0
Queets winter steelhead 2024-25,2025-01-12,Unguided-Bank,9,12,0.75
Queets winter steelhead 2024-25,2025-01-12,Unguided-Boat,3,12,0.25
Queets winter steelhead 2024-25,2025-01-19,Guided-Bank,0,2,0
Queets winter steelhead 2024-25,2025-01-19,Guided-Boat,0,2,0
Queets winter steelhead 2024-25,2025-01-19,Unguided-Bank,2,2,1
Queets winter steelhead 2024-25,2025-01-19,Unguided-Boat,0,2,0
Queets winter steelhead 2024-25,2025-01-26,Guided-Bank,1,10,0.1
Queets winter steelhead 2024-25,2025-01-26,Guided-Boat,0,10,0
Queets winter steelhead 2024-25,2025-01-26,Unguided-Bank,6,10,0.6
Queets winter steelhead 2024-25,2025-01-26,Unguided-Boat,3,10,0.3
Queets winter steelhead 2024-25,2025-02-02,Guided-Bank,0,5,0
Queets winter steelhead 2024-25,2025-02-02,Guided-Boat,0,5,0
Queets winter steelhead 2024-25,2025-02-02,Unguided-Bank,3,5,0.6
Queets winter steelhead 2024-25,2025-02-02,Unguided-Boat,2,5,0.4
Queets winter steelhead 2024-25,2025-02-09,Guided-Bank,0,9,0
Queets winter steelhead 2024-25,2025-02-09,Guided-Boat,0,9,0
Queets winter steelhead 2024-25,2025-02-09,Unguided-Bank,6,9,0.6666666666666666
Queets winter steelhead 2024-25,2025-02-09,Unguided-Boat,3,9,0.3333333333333333
Queets winter steelhead 2024-25,2025-02-16,Guided-Bank,1,16,0.0625
Queets winter steelhead 2024-25,2025-02-16,Guided-Boat,5,16,0.3125
Queets winter steelhead 2024-25,2025-02-16,Unguided-Bank,5,16,0.3125
Queets winter steelhead 2024-25,2025-02-16,Unguided-Boat,5,16,0.3125
Queets winter steelhead 2024-25,2025-02-23,Guided-Bank,0,4,0
Queets winter steelhead 2024-25,2025-02-23,Guided-Boat,0,4,0
Queets winter steelhead 2024-25,2025-02-23,Unguided-Bank,4,4,1
Queets winter steelhead 2024-25,2025-02-23,Unguided-Boat,0,4,0
Queets winter steelhead 2025-26,2025-12-14,Guided-Bank,0,1,0
Queets winter steelhead 2025-26,2025-12-14,Guided-Boat,0,1,0
Queets winter steelhead 2025-26,2025-12-14,Unguided-Bank,1,1,1
Queets winter steelhead 2025-26,2025-12-14,Unguided-Boat,0,1,0
Queets winter steelhead 2025-26,2025-12-21,Guided-Bank,0,2,0
Queets winter steelhead 2025-26,2025-12-21,Guided-Boat,0,2,0
Queets winter steelhead 2025-26,2025-12-21,Unguided-Bank,2,2,1
Queets winter steelhead 2025-26,2025-12-21,Unguided-Boat,0,2,0
Queets winter steelhead 2025-26,2025-12-28,Guided-Bank,0,1,0
Queets winter steelhead 2025-26,2025-12-28,Guided-Boat,0,1,0
Queets winter steelhead 2025-26,2025-12-28,Unguided-Bank,1,1,1
Queets winter steelhead 2025-26,2025-12-28,Unguided-Boat,0,1,0
Queets winter steelhead 2025-26,2026-01-11,Guided-Bank,0,6,0
Queets winter steelhead 2025-26,2026-01-11,Guided-Boat,0,6,0
Queets winter steelhead 2025-26,2026-01-11,Unguided-Bank,6,6,1
Queets winter steelhead 2025-26,2026-01-11,Unguided-Boat,0,6,0
Queets winter steelhead 2025-26,2026-01-18,Guided-Bank,0,3,0
Queets winter steelhead 2025-26,2026-01-18,Guided-Boat,0,3,0
Queets winter steelhead 2025-26,2026-01-18,Unguided-Bank,3,3,1
Queets winter steelhead 2025-26,2026-01-18,Unguided-Boat,0,3,0
Queets winter steelhead 2025-26,2026-01-25,Guided-Bank,0,4,0
Queets winter steelhead 2025-26,2026-01-25,Guided-Boat,0,4,0
Queets winter steelhead 2025-26,2026-01-25,Unguided-Bank,4,4,1
Queets winter steelhead 2025-26,2026-01-25,Unguided-Boat,0,4,0
Queets winter steelhead 2025-26,2026-02-01,Guided-Bank,2,5,0.4
Queets winter steelhead 2025-26,2026-02-01,Guided-Boat,0,5,0
Queets winter steelhead 2025-26,2026-02-01,Unguided-Bank,2,5,0.4
Queets winter steelhead 2025-26,2026-02-01,Unguided-Boat,1,5,0.2
Queets winter steelhead 2025-26,2026-02-08,Guided-Bank,1,4,0.25
Queets winter steelhead 2025-26,2026-02-08,Guided-Boat,0,4,0
Queets winter steelhead 2025-26,2026-02-08,Unguided-Bank,2,4,0.5
Queets winter steelhead 2025-26,2026-02-08,Unguided-Boat,1,4,0.25
Queets winter steelhead 2025-26,2026-02-15,Guided-Bank,0,1,0
Queets winter steelhead 2025-26,2026-02-15,Guided-Boat,0,1,0
Queets winter steelhead 2025-26,2026-02-15,Unguided-Bank,1,1,1
Queets winter steelhead 2025-26,2026-02-15,Unguided-Boat,0,1,0
Queets winter steelhead 2025-26,2026-02-22,Guided-Bank,0,5,0
Queets winter steelhead 2025-26,2026-02-22,Guided-Boat,1,5,0.2
Queets winter steelhead 2025-26,2026-02-22,Unguided-Bank,2,5,0.4
Queets winter steelhead 2025-26,2026-02-22,Unguided-Boat,2,5,0.4
Queets winter steelhead 2025-26,2026-03-01,Guided-Bank,0,1,0
Queets winter steelhead 2025-26,2026-03-01,Guided-Boat,0,1,0
Queets winter steelhead 2025-26,2026-03-01,Unguided-Bank,1,1,1
Queets winter steelhead 2025-26,2026-03-01,Unguided-Boat,0,1,0
Queets winter steelhead 2025-26,2026-03-08,Guided-Bank,0,2,0
Queets winter steelhead 2025-26,2026-03-08,Guided-Boat,0,2,0
Queets winter steelhead 2025-26,2026-03-08,Unguided-Bank,2,2,1
Queets winter steelhead 2025-26,2026-03-08,Unguided-Boat,0,2,0
Queets winter steelhead 2025-26,2026-03-22,Guided-Bank,0,5,0
Queets winter steelhead 2025-26,2026-03-22,Guided-Boat,1,5,0.2
Queets winter steelhead 2025-26,2026-03-22,Unguided-Bank,0,5,0
Queets winter steelhead 2025-26,2026-03-22,Unguided-Boat,4,5,0.8
Quillayute fall salmon 2022,2022-09-18,Guided-Bank,0,3,0
Quillayute fall salmon 2022,2022-09-18,Guided-Boat,0,3,0
Quillayute fall salmon 2022,2022-09-18,Unguided-Bank,3,3,1
Quillayute fall salmon 2022,2022-09-18,Unguided-Boat,0,3,0
Quillayute fall salmon 2022,2022-09-25,Guided-Bank,0,3,0
Quillayute fall salmon 2022,2022-09-25,Guided-Boat,0,3,0
Quillayute fall salmon 2022,2022-09-25,Unguided-Bank,1,3,0.3333333333333333
Quillayute fall salmon 2022,2022-09-25,Unguided-Boat,2,3,0.6666666666666666
Quillayute fall salmon 2022,2022-10-02,Guided-Bank,0,14,0
Quillayute fall salmon 2022,2022-10-02,Guided-Boat,0,14,0
Quillayute fall salmon 2022,2022-10-02,Unguided-Bank,13,14,0.9285714285714286
Quillayute fall salmon 2022,2022-10-02,Unguided-Boat,1,14,0.07142857142857142
Quillayute fall salmon 2022,2022-10-30,Guided-Bank,0,49,0
Quillayute fall salmon 2022,2022-10-30,Guided-Boat,6,49,0.12244897959183673
Quillayute fall salmon 2022,2022-10-30,Unguided-Bank,25,49,0.5102040816326531
Quillayute fall salmon 2022,2022-10-30,Unguided-Boat,18,49,0.3673469387755102
Quillayute fall salmon 2022,2022-11-06,Guided-Bank,0,49,0
Quillayute fall salmon 2022,2022-11-06,Guided-Boat,12,49,0.24489795918367346
Quillayute fall salmon 2022,2022-11-06,Unguided-Bank,21,49,0.42857142857142855
Quillayute fall salmon 2022,2022-11-06,Unguided-Boat,16,49,0.32653061224489793
Quillayute fall salmon 2022,2022-11-13,Guided-Bank,2,49,0.04081632653061224
Quillayute fall salmon 2022,2022-11-13,Guided-Boat,9,49,0.1836734693877551
Quillayute fall salmon 2022,2022-11-13,Unguided-Bank,25,49,0.5102040816326531
Quillayute fall salmon 2022,2022-11-13,Unguided-Boat,13,49,0.2653061224489796
Quillayute fall salmon 2022,2022-11-20,Guided-Bank,0,25,0
Quillayute fall salmon 2022,2022-11-20,Guided-Boat,2,25,0.08
Quillayute fall salmon 2022,2022-11-20,Unguided-Bank,12,25,0.48
Quillayute fall salmon 2022,2022-11-20,Unguided-Boat,11,25,0.44
Quillayute fall salmon 2022,2022-11-27,Guided-Bank,0,56,0
Quillayute fall salmon 2022,2022-11-27,Guided-Boat,3,56,0.05357142857142857
Quillayute fall salmon 2022,2022-11-27,Unguided-Bank,41,56,0.7321428571428571
Quillayute fall salmon 2022,2022-11-27,Unguided-Boat,12,56,0.21428571428571427
Quillayute fall salmon 2022,2022-12-04,Guided-Bank,1,58,0.017241379310344827
Quillayute fall salmon 2022,2022-12-04,Guided-Boat,3,58,0.05172413793103448
Quillayute fall salmon 2022,2022-12-04,Unguided-Bank,42,58,0.7241379310344828
Quillayute fall salmon 2022,2022-12-04,Unguided-Boat,12,58,0.20689655172413793
Quillayute fall salmon 2022,2022-12-11,Guided-Bank,1,73,0.0136986301369863
Quillayute fall salmon 2022,2022-12-11,Guided-Boat,12,73,0.1643835616438356
Quillayute fall salmon 2022,2022-12-11,Unguided-Bank,45,73,0.6164383561643836
Quillayute fall salmon 2022,2022-12-11,Unguided-Boat,15,73,0.2054794520547945
Quillayute fall salmon 2023,2023-10-01,Guided-Bank,0,71,0
Quillayute fall salmon 2023,2023-10-01,Guided-Boat,4,71,0.056338028169014086
Quillayute fall salmon 2023,2023-10-01,Unguided-Bank,56,71,0.7887323943661971
Quillayute fall salmon 2023,2023-10-01,Unguided-Boat,11,71,0.15492957746478872
Quillayute fall salmon 2023,2023-10-08,Guided-Bank,0,62,0
Quillayute fall salmon 2023,2023-10-08,Guided-Boat,9,62,0.14516129032258066
Quillayute fall salmon 2023,2023-10-08,Unguided-Bank,37,62,0.5967741935483871
Quillayute fall salmon 2023,2023-10-08,Unguided-Boat,16,62,0.25806451612903225
Quillayute fall salmon 2023,2023-10-15,Guided-Bank,0,63,0
Quillayute fall salmon 2023,2023-10-15,Guided-Boat,3,63,0.047619047619047616
Quillayute fall salmon 2023,2023-10-15,Unguided-Bank,47,63,0.746031746031746
Quillayute fall salmon 2023,2023-10-15,Unguided-Boat,13,63,0.20634920634920634
Quillayute fall salmon 2023,2023-10-22,Guided-Bank,0,45,0
Quillayute fall salmon 2023,2023-10-22,Guided-Boat,7,45,0.15555555555555556
Quillayute fall salmon 2023,2023-10-22,Unguided-Bank,32,45,0.7111111111111111
Quillayute fall salmon 2023,2023-10-22,Unguided-Boat,6,45,0.13333333333333333
Quillayute fall salmon 2023,2023-10-29,Guided-Bank,0,14,0
Quillayute fall salmon 2023,2023-10-29,Guided-Boat,2,14,0.14285714285714285
Quillayute fall salmon 2023,2023-10-29,Unguided-Bank,10,14,0.7142857142857143
Quillayute fall salmon 2023,2023-10-29,Unguided-Boat,2,14,0.14285714285714285
Quillayute fall salmon 2023,2023-11-05,Guided-Bank,0,30,0
Quillayute fall salmon 2023,2023-11-05,Guided-Boat,4,30,0.13333333333333333
Quillayute fall salmon 2023,2023-11-05,Unguided-Bank,16,30,0.5333333333333333
Quillayute fall salmon 2023,2023-11-05,Unguided-Boat,10,30,0.3333333333333333
Quillayute fall salmon 2023,2023-11-12,Guided-Bank,0,11,0
Quillayute fall salmon 2023,2023-11-12,Guided-Boat,2,11,0.18181818181818182
Quillayute fall salmon 2023,2023-11-12,Unguided-Bank,6,11,0.5454545454545454
Quillayute fall salmon 2023,2023-11-12,Unguided-Boat,3,11,0.2727272727272727
Quillayute fall salmon 2023,2023-11-19,Guided-Bank,0,8,0
Quillayute fall salmon 2023,2023-11-19,Guided-Boat,0,8,0
Quillayute fall salmon 2023,2023-11-19,Unguided-Bank,5,8,0.625
Quillayute fall salmon 2023,2023-11-19,Unguided-Boat,3,8,0.375
Quillayute fall salmon 2023,2023-11-26,Guided-Bank,0,13,0
Quillayute fall salmon 2023,2023-11-26,Guided-Boat,0,13,0
Quillayute fall salmon 2023,2023-11-26,Unguided-Bank,11,13,0.8461538461538461
Quillayute fall salmon 2023,2023-11-26,Unguided-Boat,2,13,0.15384615384615385
Quillayute fall salmon 2024,2024-09-01,Guided-Bank,1,24,0.041666666666666664
Quillayute fall salmon 2024,2024-09-01,Guided-Boat,1,24,0.041666666666666664
Quillayute fall salmon 2024,2024-09-01,Unguided-Bank,20,24,0.8333333333333334
Quillayute fall salmon 2024,2024-09-01,Unguided-Boat,2,24,0.08333333333333333
Quillayute fall salmon 2024,2024-09-08,Guided-Bank,0,48,0
Quillayute fall salmon 2024,2024-09-08,Guided-Boat,5,48,0.10416666666666667
Quillayute fall salmon 2024,2024-09-08,Unguided-Bank,41,48,0.8541666666666666
Quillayute fall salmon 2024,2024-09-08,Unguided-Boat,2,48,0.041666666666666664
Quillayute fall salmon 2024,2024-09-15,Guided-Bank,0,31,0
Quillayute fall salmon 2024,2024-09-15,Guided-Boat,1,31,0.03225806451612903
