fishery_name,week,combined_type,n,total,prop
Chehalis salmon 2025,2025-09-28,Guided-Boat,5,180,0.027777777777777776
Chehalis salmon 2025,2025-09-28,Unguided-Bank,48,180,0.26666666666666666
Chehalis salmon 2025,2025-09-28,Unguided-Boat,127,180,0.7055555555555556
Chehalis salmon 2025,2025-10-05,Guided-Bank,0,115,0
Chehalis salmon 2025,2025-10-05,Guided-Boat,7,115,0.06086956521739131
Chehalis salmon 2025,2025-10-05,Unguided-Bank,31,115,0.26956521739130435
Chehalis salmon 2025,2025-10-05,Unguided-Boat,77,115,0.6695652173913044
Chehalis salmon 2025,2025-10-12,Guided-Bank,1,160,0.00625
Chehalis salmon 2025,2025-10-12,Guided-Boat,17,160,0.10625
Chehalis salmon 2025,2025-10-12,Unguided-Bank,47,160,0.29375
Chehalis salmon 2025,2025-10-12,Unguided-Boat,95,160,0.59375
Chehalis salmon 2025,2025-10-19,Guided-Bank,0,94,0
Chehalis salmon 2025,2025-10-19,Guided-Boat,15,94,0.1595744680851064
Chehalis salmon 2025,2025-10-19,Unguided-Bank,26,94,0.2765957446808511
Chehalis salmon 2025,2025-10-19,Unguided-Boat,53,94,0.5638297872340425
Chehalis salmon 2025,2025-10-26,Guided-Bank,0,125,0
Chehalis salmon 2025,2025-10-26,Guided-Boat,10,125,0.08
Chehalis salmon 2025,2025-10-26,Unguided-Bank,50,125,0.4
Chehalis salmon 2025,2025-10-26,Unguided-Boat,65,125,0.52
Chehalis salmon 2025,2025-11-02,Guided-Bank,0,71,0
Chehalis salmon 2025,2025-11-02,Guided-Boat,2,71,0.028169014084507043
Chehalis salmon 2025,2025-11-02,Unguided-Bank,27,71,0.38028169014084506
Chehalis salmon 2025,2025-11-02,Unguided-Boat,42,71,0.5915492957746479
Chehalis salmon 2025,2025-11-09,Guided-Bank,0,36,0
Chehalis salmon 2025,2025-11-09,Guided-Boat,5,36,0.1388888888888889
Chehalis salmon 2025,2025-11-09,Unguided-Bank,10,36,0.2777777777777778
Chehalis salmon 2025,2025-11-09,Unguided-Boat,21,36,0.5833333333333334
Chehalis salmon 2025,2025-11-16,Guided-Bank,0,104,0
Chehalis salmon 2025,2025-11-16,Guided-Boat,6,104,0.057692307692307696
Chehalis salmon 2025,2025-11-16,Unguided-Bank,24,104,0.23076923076923078
Chehalis salmon 2025,2025-11-16,Unguided-Boat,74,104,0.7115384615384616
Chehalis salmon 2025,2025-11-23,Guided-Bank,0,58,0
Chehalis salmon 2025,2025-11-23,Guided-Boat,2,58,0.034482758620689655
Chehalis salmon 2025,2025-11-23,Unguided-Bank,17,58,0.29310344827586204
Chehalis salmon 2025,2025-11-23,Unguided-Boat,39,58,0.6724137931034483
Chehalis salmon 2025,2025-11-30,Guided-Bank,0,11,0
Chehalis salmon 2025,2025-11-30,Guided-Boat,1,11,0.09090909090909091
Chehalis salmon 2025,2025-11-30,Unguided-Bank,0,11,0
Chehalis salmon 2025,2025-11-30,Unguided-Boat,10,11,0.9090909090909091
Chehalis salmon 2025,2025-12-07,Guided-Bank,0,4,0
Chehalis salmon 2025,2025-12-07,Guided-Boat,0,4,0
Chehalis salmon 2025,2025-12-07,Unguided-Bank,1,4,0.25
Chehalis salmon 2025,2025-12-07,Unguided-Boat,3,4,0.75
Chehalis salmon 2025,2025-12-21,Guided-Bank,0,2,0
Chehalis salmon 2025,2025-12-21,Guided-Boat,0,2,0
Chehalis salmon 2025,2025-12-21,Unguided-Bank,1,2,0.5
Chehalis salmon 2025,2025-12-21,Unguided-Boat,1,2,0.5
Chehalis salmon 2025,2025-12-28,Guided-Bank,0,1,0
Chehalis salmon 2025,2025-12-28,Guided-Boat,0,1,0
Chehalis salmon 2025,2025-12-28,Unguided-Bank,0,1,0
Chehalis salmon 2025,2025-12-28,Unguided-Boat,1,1,1
Chehalis winter steelhead 2024-25,2024-10-27,Guided-Bank,0,40,0
Chehalis winter steelhead 2024-25,2024-10-27,Guided-Boat,2,40,0.05
Chehalis winter steelhead 2024-25,2024-10-27,Unguided-Bank,25,40,0.625
Chehalis winter steelhead 2024-25,2024-10-27,Unguided-Boat,13,40,0.325
Chehalis winter steelhead 2024-25,2024-11-03,Guided-Bank,0,129,0
Chehalis winter steelhead 2024-25,2024-11-03,Guided-Boat,9,129,0.06976744186046512
Chehalis winter steelhead 2024-25,2024-11-03,Unguided-Bank,51,129,0.3953488372093023
Chehalis winter steelhead 2024-25,2024-11-03,Unguided-Boat,69,129,0.5348837209302325
Chehalis winter steelhead 2024-25,2024-11-10,Guided-Bank,0,47,0
Chehalis winter steelhead 2024-25,2024-11-10,Guided-Boat,1,47,0.02127659574468085
Chehalis winter steelhead 2024-25,2024-11-10,Unguided-Bank,24,47,0.5106382978723404
Chehalis winter steelhead 2024-25,2024-11-10,Unguided-Boat,22,47,0.46808510638297873
Chehalis winter steelhead 2024-25,2024-11-17,Guided-Bank,0,22,0
Chehalis winter steelhead 2024-25,2024-11-17,Guided-Boat,0,22,0
Chehalis winter steelhead 2024-25,2024-11-17,Unguided-Bank,18,22,0.8181818181818182
Chehalis winter steelhead 2024-25,2024-11-17,Unguided-Boat,4,22,0.18181818181818182
Chehalis winter steelhead 2024-25,2024-11-24,Guided-Bank,0,39,0
Chehalis winter steelhead 2024-25,2024-11-24,Guided-Boat,0,39,0
Chehalis winter steelhead 2024-25,2024-11-24,Unguided-Bank,19,39,0.48717948717948717
Chehalis winter steelhead 2024-25,2024-11-24,Unguided-Boat,20,39,0.5128205128205128
Chehalis winter steelhead 2024-25,2024-12-01,Guided-Bank,0,25,0
Chehalis winter steelhead 2024-25,2024-12-01,Guided-Boat,2,25,0.08
Chehalis winter steelhead 2024-25,2024-12-01,Unguided-Bank,7,25,0.28
Chehalis winter steelhead 2024-25,2024-12-01,Unguided-Boat,16,25,0.64
Chehalis winter steelhead 2024-25,2024-12-08,Guided-Bank,0,20,0
Chehalis winter steelhead 2024-25,2024-12-08,Guided-Boat,0,20,0
Chehalis winter steelhead 2024-25,2024-12-08,Unguided-Bank,4,20,0.2
Chehalis winter steelhead 2024-25,2024-12-08,Unguided-Boat,16,20,0.8
Chehalis winter steelhead 2024-25,2024-12-15,Guided-Bank,0,7,0
Chehalis winter steelhead 2024-25,2024-12-15,Guided-Boat,0,7,0
Chehalis winter steelhead 2024-25,2024-12-15,Unguided-Bank,0,7,0
Chehalis winter steelhead 2024-25,2024-12-15,Unguided-Boat,7,7,1
Chehalis winter steelhead 2024-25,2024-12-22,Guided-Bank,0,1,0
Chehalis winter steelhead 2024-25,2024-12-22,Guided-Boat,0,1,0
Chehalis winter steelhead 2024-25,2024-12-22,Unguided-Bank,1,1,1
Chehalis winter steelhead 2024-25,2024-12-22,Unguided-Boat,0,1,0
Chehalis winter steelhead 2024-25,2024-12-29,Guided-Bank,0,1,0
Chehalis winter steelhead 2024-25,2024-12-29,Guided-Boat,0,1,0
Chehalis winter steelhead 2024-25,2024-12-29,Unguided-Bank,0,1,0
Chehalis winter steelhead 2024-25,2024-12-29,Unguided-Boat,1,1,1
Chehalis winter steelhead 2024-25,2025-01-05,Guided-Bank,0,5,0
Chehalis winter steelhead 2024-25,2025-01-05,Guided-Boat,0,5,0
Chehalis winter steelhead 2024-25,2025-01-05,Unguided-Bank,1,5,0.2
Chehalis winter steelhead 2024-25,2025-01-05,Unguided-Boat,4,5,0.8
Chehalis winter steelhead 2024-25,2025-01-12,Guided-Bank,0,9,0
Chehalis winter steelhead 2024-25,2025-01-12,Guided-Boat,0,9,0
Chehalis winter steelhead 2024-25,2025-01-12,Unguided-Bank,3,9,0.3333333333333333
Chehalis winter steelhead 2024-25,2025-01-12,Unguided-Boat,6,9,0.6666666666666666
Chehalis winter steelhead 2024-25,2025-01-19,Guided-Bank,0,8,0
Chehalis winter steelhead 2024-25,2025-01-19,Guided-Boat,0,8,0
Chehalis winter steelhead 2024-25,2025-01-19,Unguided-Bank,0,8,0
Chehalis winter steelhead 2024-25,2025-01-19,Unguided-Boat,8,8,1
Chehalis winter steelhead 2024-25,2025-01-26,Guided-Bank,0,5,0
Chehalis winter steelhead 2024-25,2025-01-26,Guided-Boat,0,5,0
Chehalis winter steelhead 2024-25,2025-01-26,Unguided-Bank,1,5,0.2
Chehalis winter steelhead 2024-25,2025-01-26,Unguided-Boat,4,5,0.8
Chehalis winter steelhead 2024-25,2025-02-02,Guided-Bank,0,13,0
Chehalis winter steelhead 2024-25,2025-02-02,Guided-Boat,0,13,0
Chehalis winter steelhead 2024-25,2025-02-02,Unguided-Bank,4,13,0.3076923076923077
Chehalis winter steelhead 2024-25,2025-02-02,Unguided-Boat,9,13,0.6923076923076923
Chehalis winter steelhead 2024-25,2025-02-09,Guided-Bank,0,2,0
Chehalis winter steelhead 2024-25,2025-02-09,Guided-Boat,0,2,0
Chehalis winter steelhead 2024-25,2025-02-09,Unguided-Bank,0,2,0
Chehalis winter steelhead 2024-25,2025-02-09,Unguided-Boat,2,2,1
Chehalis winter steelhead 2024-25,2025-02-16,Guided-Bank,0,4,0
Chehalis winter steelhead 2024-25,2025-02-16,Guided-Boat,0,4,0
Chehalis winter steelhead 2024-25,2025-02-16,Unguided-Bank,1,4,0.25
Chehalis winter steelhead 2024-25,2025-02-16,Unguided-Boat,3,4,0.75
Chehalis winter steelhead 2025-26,2025-11-30,Guided-Bank,0,11,0
Chehalis winter steelhead 2025-26,2025-11-30,Guided-Boat,1,11,0.09090909090909091
Chehalis winter steelhead 2025-26,2025-11-30,Unguided-Bank,0,11,0
Chehalis winter steelhead 2025-26,2025-11-30,Unguided-Boat,10,11,0.9090909090909091
Chehalis winter steelhead 2025-26,2025-12-07,Guided-Bank,0,4,0
Chehalis winter steelhead 2025-26,2025-12-07,Guided-Boat,0,4,0
Chehalis winter steelhead 2025-26,2025-12-07,Unguided-Bank,1,4,0.25
Chehalis winter steelhead 2025-26,2025-12-07,Unguided-Boat,3,4,0.75
Chehalis winter steelhead 2025-26,2025-12-21,Guided-Bank,0,2,0
Chehalis winter steelhead 2025-26,2025-12-21,Guided-Boat,0,2,0
Chehalis winter steelhead 2025-26,2025-12-21,Unguided-Bank,1,2,0.5
Chehalis winter steelhead 2025-26,2025-12-21,Unguided-Boat,1,2,0.5
Chehalis winter steelhead 2025-26,2025-12-28,Guided-Bank,0,3,0
Chehalis winter steelhead 2025-26,2025-12-28,Guided-Boat,1,3,0.3333333333333333
Chehalis winter steelhead 2025-26,2025-12-28,Unguided-Bank,1,3,0.3333333333333333
Chehalis winter steelhead 2025-26,2025-12-28,Unguided-Boat,1,3,0.3333333333333333
Chehalis winter steelhead 2025-26,2026-01-04,Guided-Bank,0,5,0
Chehalis winter steelhead 2025-26,2026-01-04,Guided-Boat,0,5,0
Chehalis winter steelhead 2025-26,2026-01-04,Unguided-Bank,2,5,0.4
Chehalis winter steelhead 2025-26,2026-01-04,Unguided-Boat,3,5,0.6
Chehalis winter steelhead 2025-26,2026-01-11,Guided-Bank,0,6,0
Chehalis winter steelhead 2025-26,2026-01-11,Guided-Boat,0,6,0
Chehalis winter steelhead 2025-26,2026-01-11,Unguided-Bank,1,6,0.16666666666666666
Chehalis winter steelhead 2025-26,2026-01-11,Unguided-Boat,5,6,0.8333333333333334
Chehalis winter steelhead 2025-26,2026-01-18,Guided-Bank,0,9,0
Chehalis winter steelhead 2025-26,2026-01-18,Guided-Boat,1,9,0.1111111111111111
Chehalis winter steelhead 2025-26,2026-01-18,Unguided-Bank,2,9,0.2222222222222222
Chehalis winter steelhead 2025-26,2026-01-18,Unguided-Boat,6,9,0.6666666666666666
Chehalis winter steelhead 2025-26,2026-01-25,Guided-Bank,0,6,0
Chehalis winter steelhead 2025-26,2026-01-25,Guided-Boat,0,6,0
Chehalis winter steelhead 2025-26,2026-01-25,Unguided-Bank,3,6,0.5
Chehalis winter steelhead 2025-26,2026-01-25,Unguided-Boat,3,6,0.5
Chehalis winter steelhead 2025-26,2026-02-01,Guided-Bank,0,5,0
Chehalis winter steelhead 2025-26,2026-02-01,Guided-Boat,0,5,0
Chehalis winter steelhead 2025-26,2026-02-01,Unguided-Bank,0,5,0
Chehalis winter steelhead 2025-26,2026-02-01,Unguided-Boat,5,5,1
Chehalis winter steelhead 2025-26,2026-02-08,Guided-Bank,0,3,0
Chehalis winter steelhead 2025-26,2026-02-08,Guided-Boat,0,3,0
Chehalis winter steelhead 2025-26,2026-02-08,Unguided-Bank,0,3,0
Chehalis winter steelhead 2025-26,2026-02-08,Unguided-Boat,3,3,1
Chehalis winter steelhead 2025-26,2026-02-15,Guided-Bank,0,3,0
Chehalis winter steelhead 2025-26,2026-02-15,Guided-Boat,0,3,0
Chehalis winter steelhead 2025-26,2026-02-15,Unguided-Bank,0,3,0
Chehalis winter steelhead 2025-26,2026-02-15,Unguided-Boat,3,3,1
Drano Lake salmon and steelhead 2023,2023-07-09,Guided-Bank,0,1,0
Drano Lake salmon and steelhead 2023,2023-07-09,Guided-Boat,0,1,0
Drano Lake salmon and steelhead 2023,2023-07-09,Unguided-Bank,0,1,0
Drano Lake salmon and steelhead 2023,2023-07-09,Unguided-Boat,1,1,1
Drano Lake salmon and steelhead 2023,2023-07-16,Guided-Bank,0,6,0
Drano Lake salmon and steelhead 2023,2023-07-16,Guided-Boat,1,6,0.16666666666666666
Drano Lake salmon and steelhead 2023,2023-07-16,Unguided-Bank,0,6,0
Drano Lake salmon and steelhead 2023,2023-07-16,Unguided-Boat,5,6,0.8333333333333334
Drano Lake salmon and steelhead 2023,2023-07-23,Guided-Bank,0,16,0
Drano Lake salmon and steelhead 2023,2023-07-23,Guided-Boat,1,16,0.0625
Drano Lake salmon and steelhead 2023,2023-07-23,Unguided-Bank,0,16,0
Drano Lake salmon and steelhead 2023,2023-07-23,Unguided-Boat,15,16,0.9375
Drano Lake salmon and steelhead 2023,2023-07-30,Guided-Bank,0,27,0
Drano Lake salmon and steelhead 2023,2023-07-30,Guided-Boat,1,27,0.037037037037037035
Drano Lake salmon and steelhead 2023,2023-07-30,Unguided-Bank,2,27,0.07407407407407407
Drano Lake salmon and steelhead 2023,2023-07-30,Unguided-Boat,24,27,0.8888888888888888
Drano Lake salmon and steelhead 2023,2023-08-06,Guided-Bank,0,75,0
Drano Lake salmon and steelhead 2023,2023-08-06,Guided-Boat,2,75,0.02666666666666667
Drano Lake salmon and steelhead 2023,2023-08-06,Unguided-Bank,3,75,0.04
Drano Lake salmon and steelhead 2023,2023-08-06,Unguided-Boat,70,75,0.9333333333333333
Drano Lake salmon and steelhead 2023,2023-08-13,Guided-Bank,0,97,0
Drano Lake salmon and steelhead 2023,2023-08-13,Guided-Boat,7,97,0.07216494845360824
Drano Lake salmon and steelhead 2023,2023-08-13,Unguided-Bank,10,97,0.10309278350515463
Drano Lake salmon and steelhead 2023,2023-08-13,Unguided-Boat,80,97,0.8247422680412371
Drano Lake salmon and steelhead 2023,2023-08-20,Guided-Bank,0,88,0
Drano Lake salmon and steelhead 2023,2023-08-20,Guided-Boat,3,88,0.03409090909090909
Drano Lake salmon and steelhead 2023,2023-08-20,Unguided-Bank,7,88,0.07954545454545454
Drano Lake salmon and steelhead 2023,2023-08-20,Unguided-Boat,78,88,0.8863636363636364
Drano Lake salmon and steelhead 2023,2023-08-27,Guided-Bank,0,127,0
Drano Lake salmon and steelhead 2023,2023-08-27,Guided-Boat,21,127,0.16535433070866143
Drano Lake salmon and steelhead 2023,2023-08-27,Unguided-Bank,21,127,0.16535433070866143
Drano Lake salmon and steelhead 2023,2023-08-27,Unguided-Boat,85,127,0.6692913385826772
Drano Lake salmon and steelhead 2023,2023-09-03,Guided-Bank,0,163,0
Drano Lake salmon and steelhead 2023,2023-09-03,Guided-Boat,13,163,0.07975460122699386
Drano Lake salmon and steelhead 2023,2023-09-03,Unguided-Bank,17,163,0.10429447852760736
Drano Lake salmon and steelhead 2023,2023-09-03,Unguided-Boat,133,163,0.8159509202453987
Drano Lake salmon and steelhead 2023,2023-09-10,Guided-Bank,0,69,0
Drano Lake salmon and steelhead 2023,2023-09-10,Guided-Boat,7,69,0.10144927536231885
Drano Lake salmon and steelhead 2023,2023-09-10,Unguided-Bank,4,69,0.057971014492753624
Drano Lake salmon and steelhead 2023,2023-09-10,Unguided-Boat,58,69,0.8405797101449275
Drano Lake salmon and steelhead 2023,2023-09-17,Guided-Bank,0,69,0
Drano Lake salmon and steelhead 2023,2023-09-17,Guided-Boat,17,69,0.2463768115942029
Drano Lake salmon and steelhead 2023,2023-09-17,Unguided-Bank,3,69,0.043478260869565216
Drano Lake salmon and steelhead 2023,2023-09-17,Unguided-Boat,49,69,0.7101449275362319
Drano Lake salmon and steelhead 2023,2023-09-24,Guided-Bank,0,40,0
Drano Lake salmon and steelhead 2023,2023-09-24,Guided-Boat,12,40,0.3
Drano Lake salmon and steelhead 2023,2023-09-24,Unguided-Bank,3,40,0.075
Drano Lake salmon and steelhead 2023,2023-09-24,Unguided-Boat,25,40,0.625
Drano Lake salmon and steelhead 2023,2023-10-01,Guided-Bank,0,68,0
Drano Lake salmon and steelhead 2023,2023-10-01,Guided-Boat,9,68,0.1323529411764706
Drano Lake salmon and steelhead 2023,2023-10-01,Unguided-Bank,6,68,0.08823529411764706
Drano Lake salmon and steelhead 2023,2023-10-01,Unguided-Boat,53,68,0.7794117647058824
Drano Lake salmon and steelhead 2023,2023-10-08,Guided-Bank,0,54,0
Drano Lake salmon and steelhead 2023,2023-10-08,Guided-Boat,10,54,0.18518518518518517
Drano Lake salmon and steelhead 2023,2023-10-08,Unguided-Bank,9,54,0.16666666666666666
Drano Lake salmon and steelhead 2023,2023-10-08,Unguided-Boat,35,54,0.6481481481481481
Drano Lake salmon and steelhead 2023,2023-10-15,Guided-Bank,0,37,0
Drano Lake salmon and steelhead 2023,2023-10-15,Guided-Boat,9,37,0.24324324324324326
Drano Lake salmon and steelhead 2023,2023-10-15,Unguided-Bank,3,37,0.08108108108108109
Drano Lake salmon and steelhead 2023,2023-10-15,Unguided-Boat,25,37,0.6756756756756757
Drano Lake salmon and steelhead 2023,2023-10-22,Guided-Bank,0,35,0
Drano Lake salmon and steelhead 2023,2023-10-22,Guided-Boat,4,35,0.11428571428571428
Drano Lake salmon and steelhead 2023,2023-10-22,Unguided-Bank,10,35,0.2857142857142857
Drano Lake salmon and steelhead 2023,2023-10-22,Unguided-Boat,21,35,0.6
Drano Lake salmon and steelhead 2023,2023-10-29,Guided-Bank,0,7,0
Drano Lake salmon and steelhead 2023,2023-10-29,Guided-Boat,1,7,0.14285714285714285
Drano Lake salmon and steelhead 2023,2023-10-29,Unguided-Bank,3,7,0.42857142857142855
