source_file,license_year,region_crc,system,stream,catch_record_code,species,month,year,harvest
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River above Oxbow Launch,348,Chinook,11,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River above Oxbow Launch,348,Coho,10,2023,188.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River above Oxbow Launch,348,Coho,11,2023,103.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Chinook,9,2023,103.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Chinook,10,2023,137.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Chinook,11,2023,34.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Pink,9,2023,51.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Coho,8,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Coho,9,2023,103.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Coho,10,2023,736.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Coho,11,2023,86.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Jackchin,9,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Jackchin,10,2023,34.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,Hoh River below Oxbow Launch,350,Jackcoho,10,2023,34.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Hoh R. System,"Hoh River, South Fork",352,Jackchin,10,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Joe Creek System,Joe Creek,323,Chinook,9,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Queets R. System,Clearwater River,392,Coho,10,2023,65.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Queets R. System,Clearwater River,392,Coho,11,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Queets R. System,Queets River,394,Chinook,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Queets R. System,Queets River,394,Coho,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Queets R. System,Queets River,394,Coho,10,2023,81.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Queets R. System,Salmon River (Jefferson Co),396,Chinook,11,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Queets R. System,Salmon River (Jefferson Co),396,Coho,9,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Queets R. System,Salmon River (Jefferson Co),396,Coho,10,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Bogachiel River,398,Chinook,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Bogachiel River,398,Chinook,11,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Bogachiel River,398,Coho,10,2023,65.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Bogachiel River,398,Coho,11,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Bogachiel River,398,Jackchin,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Calawah River,400,Coho,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Calawah River,400,Coho,11,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Dickey River (Clallam Co),402,Coho,10,2023,82.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Dickey River (Clallam Co),402,Coho,11,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Dickey River (Clallam Co),402,Jackchin,11,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Dickey River (Clallam Co),402,Jackcoho,11,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Chinook,10,2023,325.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Chinook,11,2023,34.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Coho,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Coho,10,2023,588.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Coho,11,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Jackchin,5,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Jackchin,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Jackcoho,9,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Jackcoho,10,2023,245.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Quillayute River,404,Jackcoho,11,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Chinook,5,2023,82.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Chinook,6,2023,82.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Chinook,7,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Chinook,10,2023,65.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Coho,6,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Coho,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Coho,10,2023,98.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Coho,11,2023,212.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Jackchin,6,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Jackchin,7,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Jackchin,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Jackcoho,6,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Jackcoho,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quillayute R. System,Sol Duc River,406,Jackcoho,10,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quinault R. System,Cook Creek,408,Coho,10,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quinault R. System,Quinault River,410,Chinook,9,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quinault R. System,Quinault River,410,Chinook,10,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quinault R. System,Quinault River,410,Chum,10,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quinault R. System,Quinault River,410,Chum,11,2023,40.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Quinault R. System,Quinault River,410,Coho,11,2023,40.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Sooes R. System,Sooes River (Clallam Co.),418,Chinook,10,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Bear River (Pacific Co),305,Chinook,10,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Chinook,8,2023,208.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Chinook,9,2023,362.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Chinook,10,2023,104.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Chum,10,2023,186.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Coho,8,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Coho,9,2023,35.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Coho,10,2023,794.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Coho,11,2023,659.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Coho,12,2023,203.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Coho,1,2024,34.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Jackchin,9,2023,51.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Naselle River,375,Jackcoho,10,2023,473.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,"Nemah River, North (below Nemah Hatchery), Middle and South",379,Chinook,8,2023,73.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,"Nemah River, North (below Nemah Hatchery), Middle and South",379,Chinook,9,2023,788.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,"Nemah River, North (below Nemah Hatchery), Middle and South",379,Chum,10,2023,84.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,"Nemah River, North (below Nemah Hatchery), Middle and South",379,Jackchin,8,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,"Nemah River, North (below Nemah Hatchery), Middle and South",379,Jackchin,9,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,North River,382,Chum,10,2023,34.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,North River,382,Chum,11,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,North River,382,Coho,10,2023,51.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,North River,382,Jackcoho,10,2023,253.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Smith Creek (Pacific Co),384,Coho,10,2023,51.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Smith Creek (Pacific Co),384,Jackcoho,10,2023,68.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Chinook,9,2023,101.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Chinook,10,2023,405.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Chinook,11,2023,135.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Chinook,12,2023,68.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Chum,11,2023,34.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Coho,9,2023,329.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Coho,10,2023,561.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Coho,11,2023,600.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Coho,12,2023,464.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Coho,1,2024,39.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Jackchin,9,2023,34.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Jackchin,10,2023,51.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Jackcoho,9,2023,101.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Coastal,Willapa Bay,Willapa River,424,Jackcoho,10,2023,186.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Chinook,5,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Chinook,7,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Chinook,8,2023,4809.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Chinook,9,2023,1034.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Chinook,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Chinook,11,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Pink,8,2023,66.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Coho,6,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Coho,8,2023,1425.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Coho,9,2023,2459.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Coho,10,2023,166.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Sockeye,8,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Jackchin,8,2023,66.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,B10 Line - Rocky Pt - Tongue Pt Line,519,Jackcoho,9,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,4,2023,1329.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,5,2023,863.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,6,2023,1113.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,7,2023,505.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,8,2023,3936.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,9,2023,18901.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,10,2023,2126.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,11,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chinook,3,2024,464.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Chum,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Pink,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Coho,8,2023,254.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Coho,9,2023,2345.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Coho,10,2023,1415.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Coho,3,2024,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Sockeye,6,2023,509.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Sockeye,7,2023,766.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackchin,4,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackchin,5,2023,165.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackchin,6,2023,116.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackchin,7,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackchin,8,2023,331.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackchin,9,2023,1488.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackchin,10,2023,480.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackcoho,5,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackcoho,8,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackcoho,9,2023,345.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Columbia R. Mainstem,Columbia - below Bonneville,521,Jackcoho,10,2023,345.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Lower,Cowlitz R. System,Cispus River,555,Chinook,9,2023,16.0
