fishery_name,guided_status,hours,total_hours,prop
Snohomish fall salmon 2021,Guided,124.2,5453.883333333333,0.022772764360562657
Snohomish fall salmon 2021,Unguided,5329.683333333333,5453.883333333333,0.9772272356394374
Snohomish fall salmon 2023,Guided,209.88333333333333,209.88333333333333,1
Snohomish fall salmon 2024,Guided,140,140,1
Snohomish fall salmon 2025,Guided,193.38333333333333,8413.85,0.022983929275341645
Snohomish fall salmon 2025,Unguided,8220.466666666667,8413.85,0.9770160707246583
South Fork Willapa winter steelhead 2022-23,Unguided,75.78333333333333,75.78333333333333,1
South Fork Willapa winter steelhead 2023-24,Unguided,54.166666666666664,54.166666666666664,1
Stillaguamish salmon and gamefish 2024-25,Guided,0.8166666666666667,0.8166666666666667,1
Stillaguamish salmon and gamefish 2025-26,Unguided,2742.1666666666665,2742.1666666666665,1
Upper Chehalis salmon 2023,Guided,806.5,2766.6,0.29151304850719295
Upper Chehalis salmon 2023,Unguided,1960.1,2766.6,0.708486951492807
Willapa winter steelhead 2022,Guided,31.833333333333332,1420.0833333333333,0.022416524851827945
Willapa winter steelhead 2022,Unguided,1388.25,1420.0833333333333,0.9775834751481721
Willapa winter steelhead 2022-23,Unguided,1730.9166666666667,1730.9166666666667,1
Willapa winter steelhead 2023-24,Guided,6.433333333333334,2692.133333333333,0.0023896785696597496
Willapa winter steelhead 2023-24,Unguided,2685.7,2692.133333333333,0.9976103214303402
Wynoochee winter steelhead 2024-25,Guided,1119.3333333333333,5885.5999999999995,0.19018168637578722
Wynoochee winter steelhead 2024-25,Unguided,4766.266666666666,5885.5999999999995,0.8098183136242127
Wynoochee winter steelhead 2025-26,Guided,1301.8166666666666,5135.283333333333,0.25350435062005666
Wynoochee winter steelhead 2025-26,Unguided,3833.4666666666667,5135.283333333333,0.7464956493799434
