fishery_name,week,combined_type,hours,total_hours,prop
Humptulips winter steelhead 2024-25,2024-11-17,Unguided-Bank,112.55000000000001,112.55000000000001,1
Humptulips winter steelhead 2024-25,2024-11-17,Unguided-Boat,0,112.55000000000001,0
Humptulips winter steelhead 2024-25,2024-11-24,Guided-Bank,0,151.11666666666667,0
Humptulips winter steelhead 2024-25,2024-11-24,Guided-Boat,19.35,151.11666666666667,0.1280467629866549
Humptulips winter steelhead 2024-25,2024-11-24,Unguided-Bank,94.91666666666667,151.11666666666667,0.6281019080180875
Humptulips winter steelhead 2024-25,2024-11-24,Unguided-Boat,36.849999999999994,151.11666666666667,0.24385132899525747
Humptulips winter steelhead 2024-25,2024-12-01,Guided-Bank,2.716666666666667,218.15,0.012453204981281992
Humptulips winter steelhead 2024-25,2024-12-01,Guided-Boat,0,218.15,0
Humptulips winter steelhead 2024-25,2024-12-01,Unguided-Bank,124.15,218.15,0.5691038276415311
Humptulips winter steelhead 2024-25,2024-12-01,Unguided-Boat,91.28333333333333,218.15,0.41844296737718695
Humptulips winter steelhead 2024-25,2024-12-08,Guided-Bank,0,327.16666666666663,0
Humptulips winter steelhead 2024-25,2024-12-08,Guided-Boat,72.56666666666666,327.16666666666663,0.2218033622007132
Humptulips winter steelhead 2024-25,2024-12-08,Unguided-Bank,172.56666666666666,327.16666666666663,0.5274579724910852
Humptulips winter steelhead 2024-25,2024-12-08,Unguided-Boat,82.03333333333333,327.16666666666663,0.25073866530820177
Humptulips winter steelhead 2024-25,2024-12-15,Guided-Bank,0,138.86666666666667,0
Humptulips winter steelhead 2024-25,2024-12-15,Guided-Boat,0,138.86666666666667,0
Humptulips winter steelhead 2024-25,2024-12-15,Unguided-Bank,138.86666666666667,138.86666666666667,1
Humptulips winter steelhead 2024-25,2024-12-15,Unguided-Boat,0,138.86666666666667,0
Humptulips winter steelhead 2024-25,2024-12-22,Guided-Bank,0,33.78333333333333,0
Humptulips winter steelhead 2024-25,2024-12-22,Guided-Boat,0,33.78333333333333,0
Humptulips winter steelhead 2024-25,2024-12-22,Unguided-Bank,33.78333333333333,33.78333333333333,1
Humptulips winter steelhead 2024-25,2024-12-22,Unguided-Boat,0,33.78333333333333,0
Humptulips winter steelhead 2024-25,2024-12-29,Guided-Bank,0,87.51666666666667,0
Humptulips winter steelhead 2024-25,2024-12-29,Guided-Boat,0,87.51666666666667,0
Humptulips winter steelhead 2024-25,2024-12-29,Unguided-Bank,63.61666666666667,87.51666666666667,0.7269091601599695
Humptulips winter steelhead 2024-25,2024-12-29,Unguided-Boat,23.9,87.51666666666667,0.27309083984003046
Humptulips winter steelhead 2024-25,2025-01-05,Guided-Bank,0,164.75,0
Humptulips winter steelhead 2024-25,2025-01-05,Guided-Boat,0,164.75,0
Humptulips winter steelhead 2024-25,2025-01-05,Unguided-Bank,129.26666666666668,164.75,0.7846231664137583
Humptulips winter steelhead 2024-25,2025-01-05,Unguided-Boat,35.483333333333334,164.75,0.2153768335862418
Humptulips winter steelhead 2024-25,2025-01-12,Guided-Bank,0,140.26666666666665,0
Humptulips winter steelhead 2024-25,2025-01-12,Guided-Boat,0,140.26666666666665,0
Humptulips winter steelhead 2024-25,2025-01-12,Unguided-Bank,121.1,140.26666666666665,0.8633555133079849
Humptulips winter steelhead 2024-25,2025-01-12,Unguided-Boat,19.166666666666668,140.26666666666665,0.13664448669201523
Humptulips winter steelhead 2024-25,2025-01-19,Guided-Bank,0,124.13333333333333,0
Humptulips winter steelhead 2024-25,2025-01-19,Guided-Boat,19.3,124.13333333333333,0.15547798066595062
Humptulips winter steelhead 2024-25,2025-01-19,Unguided-Bank,54.55,124.13333333333333,0.4394468313641246
Humptulips winter steelhead 2024-25,2025-01-19,Unguided-Boat,50.28333333333333,124.13333333333333,0.4050751879699248
Humptulips winter steelhead 2024-25,2025-01-26,Guided-Bank,0,90.7,0
Humptulips winter steelhead 2024-25,2025-01-26,Guided-Boat,38.75,90.7,0.42723263506063947
Humptulips winter steelhead 2024-25,2025-01-26,Unguided-Bank,25.616666666666667,90.7,0.2824329290701948
Humptulips winter steelhead 2024-25,2025-01-26,Unguided-Boat,26.333333333333336,90.7,0.29033443586916574
Humptulips winter steelhead 2025-26,2025-10-26,Guided-Bank,0,110.8,0
Humptulips winter steelhead 2025-26,2025-10-26,Guided-Boat,0,110.8,0
Humptulips winter steelhead 2025-26,2025-10-26,Unguided-Bank,110.8,110.8,1
Humptulips winter steelhead 2025-26,2025-10-26,Unguided-Boat,0,110.8,0
Humptulips winter steelhead 2025-26,2025-11-02,Guided-Bank,0,369.75,0
Humptulips winter steelhead 2025-26,2025-11-02,Guided-Boat,58.63333333333333,369.75,0.15857561415370747
Humptulips winter steelhead 2025-26,2025-11-02,Unguided-Bank,249.01666666666665,369.75,0.6734730673878746
Humptulips winter steelhead 2025-26,2025-11-02,Unguided-Boat,62.1,369.75,0.16795131845841785
Humptulips winter steelhead 2025-26,2025-11-09,Guided-Bank,0,534.8666666666667,0
Humptulips winter steelhead 2025-26,2025-11-09,Guided-Boat,70.93333333333334,534.8666666666667,0.13261872117661724
Humptulips winter steelhead 2025-26,2025-11-09,Unguided-Bank,203.33333333333334,534.8666666666667,0.3801570484856039
Humptulips winter steelhead 2025-26,2025-11-09,Unguided-Boat,260.6,534.8666666666667,0.4872242303377789
Humptulips winter steelhead 2025-26,2025-11-16,Guided-Bank,0,658.3166666666666,0
Humptulips winter steelhead 2025-26,2025-11-16,Guided-Boat,140,658.3166666666666,0.21266361173700601
Humptulips winter steelhead 2025-26,2025-11-16,Unguided-Bank,209.93333333333334,658.3166666666666,0.3188941492189676
Humptulips winter steelhead 2025-26,2025-11-16,Unguided-Boat,308.3833333333333,658.3166666666666,0.4684422390440265
Humptulips winter steelhead 2025-26,2025-11-23,Guided-Bank,0,240.33333333333331,0
Humptulips winter steelhead 2025-26,2025-11-23,Guided-Boat,0,240.33333333333331,0
Humptulips winter steelhead 2025-26,2025-11-23,Unguided-Bank,195.45,240.33333333333331,0.813245492371706
Humptulips winter steelhead 2025-26,2025-11-23,Unguided-Boat,44.88333333333333,240.33333333333331,0.18675450762829404
Humptulips winter steelhead 2025-26,2025-11-30,Guided-Bank,0,90.58333333333334,0
Humptulips winter steelhead 2025-26,2025-11-30,Guided-Boat,13,90.58333333333334,0.1435142594296228
Humptulips winter steelhead 2025-26,2025-11-30,Unguided-Bank,48.95,90.58333333333334,0.5403863845446182
Humptulips winter steelhead 2025-26,2025-11-30,Unguided-Boat,28.633333333333333,90.58333333333334,0.31609935602575895
Humptulips winter steelhead 2025-26,2025-12-07,Guided-Bank,0,192.23333333333335,0
Humptulips winter steelhead 2025-26,2025-12-07,Guided-Boat,0,192.23333333333335,0
Humptulips winter steelhead 2025-26,2025-12-07,Unguided-Bank,192.23333333333335,192.23333333333335,1
Humptulips winter steelhead 2025-26,2025-12-07,Unguided-Boat,0,192.23333333333335,0
Humptulips winter steelhead 2025-26,2025-12-14,Guided-Bank,0,195.01666666666665,0
Humptulips winter steelhead 2025-26,2025-12-14,Guided-Boat,0,195.01666666666665,0
Humptulips winter steelhead 2025-26,2025-12-14,Unguided-Bank,195.01666666666665,195.01666666666665,1
Humptulips winter steelhead 2025-26,2025-12-14,Unguided-Boat,0,195.01666666666665,0
Humptulips winter steelhead 2025-26,2025-12-21,Guided-Bank,0,320.7166666666667,0
Humptulips winter steelhead 2025-26,2025-12-21,Guided-Boat,0,320.7166666666667,0
Humptulips winter steelhead 2025-26,2025-12-21,Unguided-Bank,308.7166666666667,320.7166666666667,0.9625837967052955
Humptulips winter steelhead 2025-26,2025-12-21,Unguided-Boat,12,320.7166666666667,0.03741620329470456
Humptulips winter steelhead 2025-26,2025-12-28,Guided-Bank,0,302.7166666666667,0
Humptulips winter steelhead 2025-26,2025-12-28,Guided-Boat,0,302.7166666666667,0
Humptulips winter steelhead 2025-26,2025-12-28,Unguided-Bank,199.15,302.7166666666667,0.6578759015581126
Humptulips winter steelhead 2025-26,2025-12-28,Unguided-Boat,103.56666666666666,302.7166666666667,0.3421240984418873
Humptulips winter steelhead 2025-26,2026-01-04,Guided-Bank,0,193.33333333333334,0
Humptulips winter steelhead 2025-26,2026-01-04,Guided-Boat,0,193.33333333333334,0
Humptulips winter steelhead 2025-26,2026-01-04,Unguided-Bank,193.33333333333334,193.33333333333334,1
Humptulips winter steelhead 2025-26,2026-01-04,Unguided-Boat,0,193.33333333333334,0
Humptulips winter steelhead 2025-26,2026-01-11,Guided-Bank,0,309.15,0
Humptulips winter steelhead 2025-26,2026-01-11,Guided-Boat,14.2,309.15,0.045932395277373445
Humptulips winter steelhead 2025-26,2026-01-11,Unguided-Bank,175.9,309.15,0.5689794598091542
Humptulips winter steelhead 2025-26,2026-01-11,Unguided-Boat,119.05,309.15,0.38508814491347243
Humptulips winter steelhead 2025-26,2026-01-18,Guided-Bank,0.6333333333333333,122.33333333333334,0.005177111716621253
Humptulips winter steelhead 2025-26,2026-01-18,Guided-Boat,0,122.33333333333334,0
Humptulips winter steelhead 2025-26,2026-01-18,Unguided-Bank,85.26666666666667,122.33333333333334,0.6970027247956403
Humptulips winter steelhead 2025-26,2026-01-18,Unguided-Boat,36.43333333333334,122.33333333333334,0.29782016348773843
Humptulips winter steelhead 2025-26,2026-01-25,Guided-Bank,0,22.416666666666668,0
Humptulips winter steelhead 2025-26,2026-01-25,Guided-Boat,0,22.416666666666668,0
Humptulips winter steelhead 2025-26,2026-01-25,Unguided-Bank,22.416666666666668,22.416666666666668,1
Humptulips winter steelhead 2025-26,2026-01-25,Unguided-Boat,0,22.416666666666668,0
Humptulips winter steelhead 2025-26,2026-02-01,Guided-Bank,0,4.316666666666666,0
Humptulips winter steelhead 2025-26,2026-02-01,Guided-Boat,0,4.316666666666666,0
Humptulips winter steelhead 2025-26,2026-02-01,Unguided-Bank,4.316666666666666,4.316666666666666,1
Humptulips winter steelhead 2025-26,2026-02-01,Unguided-Boat,0,4.316666666666666,0
Lower Chehalis salmon 2023,2023-09-10,Guided-Bank,0,271.51666666666665,0
Lower Chehalis salmon 2023,2023-09-10,Guided-Boat,0,271.51666666666665,0
Lower Chehalis salmon 2023,2023-09-10,Unguided-Bank,0,271.51666666666665,0
Lower Chehalis salmon 2023,2023-09-10,Unguided-Boat,271.51666666666665,271.51666666666665,1
Lower Chehalis salmon 2023,2023-09-17,Guided-Bank,0,1034.3333333333333,0
Lower Chehalis salmon 2023,2023-09-17,Guided-Boat,91.7,1034.3333333333333,0.08865613922010958
Lower Chehalis salmon 2023,2023-09-17,Unguided-Bank,55.733333333333334,1034.3333333333333,0.05388333870447954
Lower Chehalis salmon 2023,2023-09-17,Unguided-Boat,886.9,1034.3333333333333,0.8574605220754109
Lower Chehalis salmon 2023,2023-09-24,Guided-Bank,0,1364.4166666666665,0
Lower Chehalis salmon 2023,2023-09-24,Guided-Boat,22.200000000000003,1364.4166666666665,0.01627068954986869
Lower Chehalis salmon 2023,2023-09-24,Unguided-Bank,183.13333333333333,1364.4166666666665,0.13422097355402188
Lower Chehalis salmon 2023,2023-09-24,Unguided-Boat,1159.0833333333333,1364.4166666666665,0.8495083368961095
Lower Chehalis salmon 2023,2023-10-01,Guided-Bank,0,931.7666666666667,0
Lower Chehalis salmon 2023,2023-10-01,Guided-Boat,0,931.7666666666667,0
Lower Chehalis salmon 2023,2023-10-01,Unguided-Bank,16.633333333333333,931.7666666666667,0.017851393410367403
Lower Chehalis salmon 2023,2023-10-01,Unguided-Boat,915.1333333333333,931.7666666666667,0.9821486065896327
Lower Chehalis salmon 2023,2023-10-08,Guided-Bank,0,825.6,0
Lower Chehalis salmon 2023,2023-10-08,Guided-Boat,76.01666666666667,825.6,0.09207445090439276
Lower Chehalis salmon 2023,2023-10-08,Unguided-Bank,74.83333333333333,825.6,0.09064114987080102
Lower Chehalis salmon 2023,2023-10-08,Unguided-Boat,674.75,825.6,0.8172843992248062
Lower Chehalis salmon 2023,2023-10-15,Guided-Bank,0,528.65,0
Lower Chehalis salmon 2023,2023-10-15,Guided-Boat,32,528.65,0.060531542608531164
Lower Chehalis salmon 2023,2023-10-15,Unguided-Bank,49.45,528.65,0.09354014943724583
Lower Chehalis salmon 2023,2023-10-15,Unguided-Boat,447.2,528.65,0.845928307954223
Lower Chehalis salmon 2023,2023-10-22,Guided-Bank,0,277.0333333333333,0
Lower Chehalis salmon 2023,2023-10-22,Guided-Boat,0,277.0333333333333,0
Lower Chehalis salmon 2023,2023-10-22,Unguided-Bank,87.61666666666666,277.0333333333333,0.3162675971603899
Lower Chehalis salmon 2023,2023-10-22,Unguided-Boat,189.41666666666666,277.0333333333333,0.6837324028396102
Lower Chehalis salmon 2023,2023-10-29,Guided-Bank,0,258.71666666666664,0
Lower Chehalis salmon 2023,2023-10-29,Guided-Boat,21.133333333333333,258.71666666666664,0.08168524125491207
Lower Chehalis salmon 2023,2023-10-29,Unguided-Bank,109.6,258.71666666666664,0.4236294530696386
Lower Chehalis salmon 2023,2023-10-29,Unguided-Boat,127.98333333333333,258.71666666666664,0.4946853056754494
Lower Chehalis salmon 2023,2023-11-05,Guided-Bank,0,61.483333333333334,0
Lower Chehalis salmon 2023,2023-11-05,Guided-Boat,0,61.483333333333334,0
Lower Chehalis salmon 2023,2023-11-05,Unguided-Bank,17.516666666666666,61.483333333333334,0.28490105719707237
Lower Chehalis salmon 2023,2023-11-05,Unguided-Boat,43.96666666666667,61.483333333333334,0.7150989428029276
Lower Chehalis salmon 2023,2023-11-12,Guided-Bank,0,31.683333333333334,0
Lower Chehalis salmon 2023,2023-11-12,Guided-Boat,0,31.683333333333334,0
Lower Chehalis salmon 2023,2023-11-12,Unguided-Bank,23.183333333333334,31.683333333333334,0.7317201472908995
Lower Chehalis salmon 2023,2023-11-12,Unguided-Boat,8.5,31.683333333333334,0.2682798527091005
Lower Chehalis salmon 2023,2023-11-19,Guided-Bank,0,203.88333333333333,0
Lower Chehalis salmon 2023,2023-11-19,Guided-Boat,0,203.88333333333333,0
Lower Chehalis salmon 2023,2023-11-19,Unguided-Bank,17.2,203.88333333333333,0.08436197171585057
Lower Chehalis salmon 2023,2023-11-19,Unguided-Boat,186.68333333333334,203.88333333333333,0.9156380282841495
Lower Chehalis salmon 2023,2023-11-26,Guided-Bank,0,98.48333333333333,0
Lower Chehalis salmon 2023,2023-11-26,Guided-Boat,0,98.48333333333333,0
Lower Chehalis salmon 2023,2023-11-26,Unguided-Bank,74.18333333333334,98.48333333333333,0.7532577424268065
Lower Chehalis salmon 2023,2023-11-26,Unguided-Boat,24.3,98.48333333333333,0.24674225757319343
Lower Cowlitz salmon and steelhead 2022-23,2022-07-31,Guided-Bank,0,390.1,0
Lower Cowlitz salmon and steelhead 2022-23,2022-07-31,Guided-Boat,293.08333333333337,390.1,0.7513030846791422
Lower Cowlitz salmon and steelhead 2022-23,2022-07-31,Unguided-Bank,0,390.1,0
Lower Cowlitz salmon and steelhead 2022-23,2022-07-31,Unguided-Boat,97.01666666666667,390.1,0.2486969153208579
Lower Cowlitz salmon and steelhead 2022-23,2022-08-07,Guided-Bank,0,244.6,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-07,Guided-Boat,210.38333333333333,244.6,0.8601117470700463
Lower Cowlitz salmon and steelhead 2022-23,2022-08-07,Unguided-Bank,0,244.6,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-07,Unguided-Boat,34.21666666666667,244.6,0.1398882529299537
Lower Cowlitz salmon and steelhead 2022-23,2022-08-14,Guided-Bank,0,92.96666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-14,Guided-Boat,0,92.96666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-14,Unguided-Bank,0,92.96666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-14,Unguided-Boat,92.96666666666667,92.96666666666667,1
Lower Cowlitz salmon and steelhead 2022-23,2022-08-21,Guided-Bank,0,94.03333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-21,Guided-Boat,94.03333333333333,94.03333333333333,1
Lower Cowlitz salmon and steelhead 2022-23,2022-08-21,Unguided-Bank,0,94.03333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-21,Unguided-Boat,0,94.03333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-28,Guided-Bank,0,5.75,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-28,Guided-Boat,0,5.75,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-28,Unguided-Bank,0,5.75,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-28,Unguided-Boat,5.75,5.75,1
Lower Cowlitz salmon and steelhead 2022-23,2022-09-04,Guided-Bank,0,704.6833333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2022-09-04,Guided-Boat,135.04999999999998,704.6833333333333,0.191646365979991
Lower Cowlitz salmon and steelhead 2022-23,2022-09-04,Unguided-Bank,0,704.6833333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2022-09-04,Unguided-Boat,569.6333333333333,704.6833333333333,0.808353634020009
Lower Cowlitz salmon and steelhead 2022-23,2022-09-11,Guided-Bank,0,22.166666666666668,0
Lower Cowlitz salmon and steelhead 2022-23,2022-09-11,Guided-Boat,0,22.166666666666668,0
Lower Cowlitz salmon and steelhead 2022-23,2022-09-11,Unguided-Bank,0,22.166666666666668,0
Lower Cowlitz salmon and steelhead 2022-23,2022-09-11,Unguided-Boat,22.166666666666668,22.166666666666668,1
Lower Cowlitz salmon and steelhead 2022-23,2022-09-25,Guided-Bank,0,43.86666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-09-25,Guided-Boat,0,43.86666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-09-25,Unguided-Bank,0,43.86666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-09-25,Unguided-Boat,43.86666666666667,43.86666666666667,1
Lower Cowlitz salmon and steelhead 2022-23,2022-10-02,Guided-Bank,0,7.55,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-02,Guided-Boat,0,7.55,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-02,Unguided-Bank,0,7.55,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-02,Unguided-Boat,7.55,7.55,1
Lower Cowlitz salmon and steelhead 2022-23,2022-10-09,Guided-Bank,0,77.76666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-09,Guided-Boat,0,77.76666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-09,Unguided-Bank,0,77.76666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-09,Unguided-Boat,77.76666666666667,77.76666666666667,1
Lower Cowlitz salmon and steelhead 2022-23,2022-10-16,Guided-Bank,0,88.15,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-16,Guided-Boat,24,88.15,0.27226318774815655
Lower Cowlitz salmon and steelhead 2022-23,2022-10-16,Unguided-Bank,4.9,88.15,0.055587067498581964
Lower Cowlitz salmon and steelhead 2022-23,2022-10-16,Unguided-Boat,59.25,88.15,0.6721497447532614
Lower Cowlitz salmon and steelhead 2022-23,2022-10-23,Guided-Bank,0,29.366666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-23,Guided-Boat,0,29.366666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-23,Unguided-Bank,0,29.366666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-23,Unguided-Boat,29.366666666666667,29.366666666666667,1
Lower Cowlitz salmon and steelhead 2022-23,2022-10-30,Guided-Bank,0,12.333333333333334,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-30,Guided-Boat,0,12.333333333333334,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-30,Unguided-Bank,0,12.333333333333334,0
Lower Cowlitz salmon and steelhead 2022-23,2022-10-30,Unguided-Boat,12.333333333333334,12.333333333333334,1
Lower Cowlitz salmon and steelhead 2022-23,2022-11-06,Guided-Bank,0,55.733333333333334,0
Lower Cowlitz salmon and steelhead 2022-23,2022-11-06,Guided-Boat,21.8,55.733333333333334,0.3911483253588517
Lower Cowlitz salmon and steelhead 2022-23,2022-11-06,Unguided-Bank,0,55.733333333333334,0
Lower Cowlitz salmon and steelhead 2022-23,2022-11-06,Unguided-Boat,33.93333333333333,55.733333333333334,0.6088516746411483
Lower Cowlitz salmon and steelhead 2022-23,2022-11-20,Guided-Bank,0,26.216666666666665,0
Lower Cowlitz salmon and steelhead 2022-23,2022-11-20,Guided-Boat,0,26.216666666666665,0
Lower Cowlitz salmon and steelhead 2022-23,2022-11-20,Unguided-Bank,0,26.216666666666665,0
Lower Cowlitz salmon and steelhead 2022-23,2022-11-20,Unguided-Boat,26.216666666666665,26.216666666666665,1
Lower Cowlitz salmon and steelhead 2022-23,2023-01-29,Guided-Bank,0,17.3,0
Lower Cowlitz salmon and steelhead 2022-23,2023-01-29,Guided-Boat,0,17.3,0
Lower Cowlitz salmon and steelhead 2022-23,2023-01-29,Unguided-Bank,0,17.3,0
Lower Cowlitz salmon and steelhead 2022-23,2023-01-29,Unguided-Boat,17.3,17.3,1
Lower Cowlitz salmon and steelhead 2022-23,2023-02-05,Guided-Bank,0,161.38333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-05,Guided-Boat,102,161.38333333333333,0.632035526179903
Lower Cowlitz salmon and steelhead 2022-23,2023-02-05,Unguided-Bank,6,161.38333333333333,0.037178560363523704
Lower Cowlitz salmon and steelhead 2022-23,2023-02-05,Unguided-Boat,53.38333333333333,161.38333333333333,0.3307859134565734
Lower Cowlitz salmon and steelhead 2022-23,2023-02-12,Guided-Bank,0,20.25,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-12,Guided-Boat,20.25,20.25,1
Lower Cowlitz salmon and steelhead 2022-23,2023-02-12,Unguided-Bank,0,20.25,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-12,Unguided-Boat,0,20.25,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-19,Guided-Bank,0,11.6,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-19,Guided-Boat,0,11.6,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-19,Unguided-Bank,0,11.6,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-19,Unguided-Boat,11.6,11.6,1
Lower Cowlitz salmon and steelhead 2022-23,2023-02-26,Guided-Bank,0,135.63333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-26,Guided-Boat,135.63333333333333,135.63333333333333,1
Lower Cowlitz salmon and steelhead 2022-23,2023-02-26,Unguided-Bank,0,135.63333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2023-02-26,Unguided-Boat,0,135.63333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-05,Guided-Bank,0,222.45,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-05,Guided-Boat,187.63333333333333,222.45,0.8434854274368772
Lower Cowlitz salmon and steelhead 2022-23,2023-03-05,Unguided-Bank,10.516666666666667,222.45,0.047276541544916464
Lower Cowlitz salmon and steelhead 2022-23,2023-03-05,Unguided-Boat,24.3,222.45,0.10923803101820635
Lower Cowlitz salmon and steelhead 2022-23,2023-03-12,Guided-Bank,0,370.84999999999997,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-12,Guided-Boat,246.33333333333331,370.84999999999997,0.6642398094467664
Lower Cowlitz salmon and steelhead 2022-23,2023-03-12,Unguided-Bank,0,370.84999999999997,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-12,Unguided-Boat,124.51666666666667,370.84999999999997,0.3357601905532336
Lower Cowlitz salmon and steelhead 2022-23,2023-03-19,Guided-Bank,0,14.9,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-19,Guided-Boat,0,14.9,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-19,Unguided-Bank,0,14.9,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-19,Unguided-Boat,14.9,14.9,1
Lower Cowlitz salmon and steelhead 2022-23,2023-03-26,Guided-Bank,0,165.38333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-26,Guided-Boat,165.38333333333333,165.38333333333333,1
Lower Cowlitz salmon and steelhead 2022-23,2023-03-26,Unguided-Bank,0,165.38333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2023-03-26,Unguided-Boat,0,165.38333333333333,0
Lower Cowlitz salmon and steelhead 2022-23,2023-04-02,Guided-Bank,0,133.75,0
Lower Cowlitz salmon and steelhead 2022-23,2023-04-02,Guided-Boat,102.75,133.75,0.7682242990654206
Lower Cowlitz salmon and steelhead 2022-23,2023-04-02,Unguided-Bank,18,133.75,0.13457943925233645
Lower Cowlitz salmon and steelhead 2022-23,2023-04-02,Unguided-Boat,13,133.75,0.09719626168224299
Lower Cowlitz salmon and steelhead 2022-23,2023-04-09,Guided-Bank,0,89.06666666666666,0
Lower Cowlitz salmon and steelhead 2022-23,2023-04-09,Guided-Boat,71.48333333333333,89.06666666666666,0.8025823353293413
Lower Cowlitz salmon and steelhead 2022-23,2023-04-09,Unguided-Bank,0,89.06666666666666,0
Lower Cowlitz salmon and steelhead 2022-23,2023-04-09,Unguided-Boat,17.583333333333336,89.06666666666666,0.19741766467065872
Lower Cowlitz salmon and steelhead 2022-23,2023-04-23,Guided-Bank,0,17.15,0
Lower Cowlitz salmon and steelhead 2022-23,2023-04-23,Guided-Boat,0,17.15,0
Lower Cowlitz salmon and steelhead 2022-23,2023-04-23,Unguided-Bank,4.5,17.15,0.2623906705539359
Lower Cowlitz salmon and steelhead 2022-23,2023-04-23,Unguided-Boat,12.649999999999999,17.15,0.7376093294460642
Lower Cowlitz salmon and steelhead 2022-23,2023-04-30,Guided-Bank,0,22.799999999999997,0
Lower Cowlitz salmon and steelhead 2022-23,2023-04-30,Guided-Boat,8.533333333333333,22.799999999999997,0.37426900584795325
Lower Cowlitz salmon and steelhead 2022-23,2023-04-30,Unguided-Bank,0,22.799999999999997,0
Lower Cowlitz salmon and steelhead 2022-23,2023-04-30,Unguided-Boat,14.266666666666666,22.799999999999997,0.6257309941520468
Lower Cowlitz salmon and steelhead 2022-23,2023-05-07,Guided-Bank,0,27.6,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-07,Guided-Boat,27.6,27.6,1
Lower Cowlitz salmon and steelhead 2022-23,2023-05-07,Unguided-Bank,0,27.6,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-07,Unguided-Boat,0,27.6,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-14,Guided-Bank,0,47.36666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-14,Guided-Boat,0,47.36666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-14,Unguided-Bank,0,47.36666666666667,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-14,Unguided-Boat,47.36666666666667,47.36666666666667,1
Lower Cowlitz salmon and steelhead 2022-23,2023-05-21,Guided-Bank,0,56.833333333333336,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-21,Guided-Boat,33.86666666666667,56.833333333333336,0.5958944281524926
Lower Cowlitz salmon and steelhead 2022-23,2023-05-21,Unguided-Bank,0,56.833333333333336,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-21,Unguided-Boat,22.96666666666667,56.833333333333336,0.40410557184750734
Lower Cowlitz salmon and steelhead 2022-23,2023-05-28,Guided-Bank,0,32.016666666666666,0
Lower Cowlitz salmon and steelhead 2022-23,2023-05-28,Guided-Boat,24,32.016666666666666,0.7496095783446122
Lower Cowlitz salmon and steelhead 2022-23,2023-05-28,Unguided-Bank,0,32.016666666666666,0
