fishery_name,week,guided_status,n,total,prop
Satsop salmon 2024,2024-12-15,Unguided,10,10,1
Satsop salmon 2024,2024-12-22,Unguided,3,3,1
Satsop salmon 2024,2024-12-29,Unguided,2,2,1
Satsop salmon 2025,2025-09-28,Guided,3,42,0.07142857142857142
Satsop salmon 2025,2025-09-28,Unguided,39,42,0.9285714285714286
Satsop salmon 2025,2025-10-05,Guided,2,26,0.07692307692307693
Satsop salmon 2025,2025-10-05,Unguided,24,26,0.9230769230769231
Satsop salmon 2025,2025-10-12,Guided,1,25,0.04
Satsop salmon 2025,2025-10-12,Unguided,24,25,0.96
Satsop salmon 2025,2025-10-19,Guided,1,22,0.045454545454545456
Satsop salmon 2025,2025-10-19,Unguided,21,22,0.9545454545454546
Satsop salmon 2025,2025-10-26,Guided,1,26,0.038461538461538464
Satsop salmon 2025,2025-10-26,Unguided,25,26,0.9615384615384616
Satsop salmon 2025,2025-11-02,Guided,3,22,0.13636363636363635
Satsop salmon 2025,2025-11-02,Unguided,19,22,0.8636363636363636
Satsop salmon 2025,2025-11-09,Guided,5,47,0.10638297872340426
Satsop salmon 2025,2025-11-09,Unguided,42,47,0.8936170212765957
Satsop salmon 2025,2025-11-16,Guided,2,58,0.034482758620689655
Satsop salmon 2025,2025-11-16,Unguided,56,58,0.9655172413793104
Satsop salmon 2025,2025-11-23,Unguided,33,33,1
Satsop salmon 2025,2025-11-30,Guided,1,7,0.14285714285714285
Satsop salmon 2025,2025-11-30,Unguided,6,7,0.8571428571428571
Satsop salmon 2025,2025-12-07,Unguided,4,4,1
Satsop salmon 2025,2025-12-14,Unguided,7,7,1
Satsop salmon 2025,2025-12-21,Unguided,5,5,1
Satsop salmon 2025,2025-12-28,Unguided,6,6,1
Satsop winter steelhead 2024-25,2024-10-27,Unguided,4,4,1
Satsop winter steelhead 2024-25,2024-11-03,Guided,3,65,0.046153846153846156
Satsop winter steelhead 2024-25,2024-11-03,Unguided,62,65,0.9538461538461539
Satsop winter steelhead 2024-25,2024-11-10,Unguided,17,17,1
Satsop winter steelhead 2024-25,2024-11-17,Guided,1,31,0.03225806451612903
Satsop winter steelhead 2024-25,2024-11-17,Unguided,30,31,0.967741935483871
Satsop winter steelhead 2024-25,2024-11-24,Guided,1,30,0.03333333333333333
Satsop winter steelhead 2024-25,2024-11-24,Unguided,29,30,0.9666666666666667
Satsop winter steelhead 2024-25,2024-12-01,Guided,2,18,0.1111111111111111
Satsop winter steelhead 2024-25,2024-12-01,Unguided,16,18,0.8888888888888888
Satsop winter steelhead 2024-25,2024-12-08,Unguided,12,12,1
Satsop winter steelhead 2024-25,2024-12-15,Unguided,10,10,1
Satsop winter steelhead 2024-25,2024-12-22,Unguided,3,3,1
Satsop winter steelhead 2024-25,2024-12-29,Unguided,3,3,1
Satsop winter steelhead 2024-25,2025-01-05,Unguided,10,10,1
Satsop winter steelhead 2024-25,2025-01-12,Guided,1,16,0.0625
Satsop winter steelhead 2024-25,2025-01-12,Unguided,15,16,0.9375
Satsop winter steelhead 2024-25,2025-01-19,Unguided,16,16,1
Satsop winter steelhead 2024-25,2025-01-26,Unguided,17,17,1
Satsop winter steelhead 2024-25,2025-02-02,Guided,2,36,0.05555555555555555
Satsop winter steelhead 2024-25,2025-02-02,Unguided,34,36,0.9444444444444444
Satsop winter steelhead 2024-25,2025-02-09,Unguided,12,12,1
Satsop winter steelhead 2024-25,2025-02-16,Guided,1,28,0.03571428571428571
Satsop winter steelhead 2024-25,2025-02-16,Unguided,27,28,0.9642857142857143
Satsop winter steelhead 2024-25,2025-02-23,Unguided,14,14,1
Satsop winter steelhead 2025-26,2025-11-30,Guided,1,7,0.14285714285714285
Satsop winter steelhead 2025-26,2025-11-30,Unguided,6,7,0.8571428571428571
Satsop winter steelhead 2025-26,2025-12-07,Unguided,4,4,1
Satsop winter steelhead 2025-26,2025-12-14,Unguided,7,7,1
Satsop winter steelhead 2025-26,2025-12-21,Unguided,5,5,1
Satsop winter steelhead 2025-26,2025-12-28,Unguided,14,14,1
Satsop winter steelhead 2025-26,2026-01-04,Unguided,12,12,1
Satsop winter steelhead 2025-26,2026-01-11,Guided,1,12,0.08333333333333333
Satsop winter steelhead 2025-26,2026-01-11,Unguided,11,12,0.9166666666666666
Satsop winter steelhead 2025-26,2026-01-18,Guided,1,10,0.1
Satsop winter steelhead 2025-26,2026-01-18,Unguided,9,10,0.9
Satsop winter steelhead 2025-26,2026-01-25,Unguided,18,18,1
Satsop winter steelhead 2025-26,2026-02-01,Guided,4,32,0.125
Satsop winter steelhead 2025-26,2026-02-01,Unguided,28,32,0.875
Satsop winter steelhead 2025-26,2026-02-08,Guided,4,31,0.12903225806451613
Satsop winter steelhead 2025-26,2026-02-08,Unguided,27,31,0.8709677419354839
Satsop winter steelhead 2025-26,2026-02-15,Unguided,9,9,1
Skagit fall salmon 2021,2021-08-15,Unguided,32,32,1
Skagit fall salmon 2021,2021-08-22,Unguided,75,75,1
Skagit fall salmon 2021,2021-08-29,Unguided,120,120,1
Skagit fall salmon 2021,2021-09-05,Unguided,119,119,1
Skagit fall salmon 2021,2021-09-12,Unguided,109,109,1
Skagit fall salmon 2021,2021-09-19,Guided,1,98,0.01020408163265306
Skagit fall salmon 2021,2021-09-19,Unguided,97,98,0.9897959183673469
Skagit fall salmon 2021,2021-09-26,Guided,1,63,0.015873015873015872
Skagit fall salmon 2021,2021-09-26,Unguided,62,63,0.9841269841269841
Skagit fall salmon 2021,2021-10-03,Guided,3,53,0.05660377358490566
Skagit fall salmon 2021,2021-10-03,Unguided,50,53,0.9433962264150944
Skagit fall salmon 2021,2021-10-10,Guided,1,51,0.0196078431372549
Skagit fall salmon 2021,2021-10-10,Unguided,50,51,0.9803921568627451
Skagit fall salmon 2021,2021-10-17,Guided,2,63,0.031746031746031744
Skagit fall salmon 2021,2021-10-17,Unguided,61,63,0.9682539682539683
Skagit fall salmon 2021,2021-10-24,Unguided,6,6,1
Skagit fall salmon 2021,2021-10-31,Unguided,26,26,1
Skagit fall salmon 2021,2021-11-07,Guided,2,26,0.07692307692307693
Skagit fall salmon 2021,2021-11-07,Unguided,24,26,0.9230769230769231
Skagit fall salmon 2021,2021-11-21,Unguided,4,4,1
Skagit fall salmon 2021,2021-11-28,Unguided,1,1,1
Skagit fall salmon 2021,2021-12-05,Unguided,13,13,1
Skagit fall salmon 2021,2021-12-12,Guided,1,15,0.06666666666666667
Skagit fall salmon 2021,2021-12-12,Unguided,14,15,0.9333333333333333
Skagit fall salmon 2021,2021-12-19,Unguided,16,16,1
Skagit fall salmon 2021,2021-12-26,Unguided,1,1,1
Skagit fall salmon 2022,2022-08-28,Guided,1,140,0.007142857142857143
Skagit fall salmon 2022,2022-08-28,Unguided,139,140,0.9928571428571429
Skagit fall salmon 2022,2022-09-04,Guided,1,173,0.005780346820809248
Skagit fall salmon 2022,2022-09-04,Unguided,172,173,0.9942196531791907
Skagit fall salmon 2022,2022-09-11,Guided,4,171,0.023391812865497075
Skagit fall salmon 2022,2022-09-11,Unguided,167,171,0.9766081871345029
Skagit fall salmon 2022,2022-09-18,Guided,5,219,0.0228310502283105
Skagit fall salmon 2022,2022-09-18,Unguided,214,219,0.9771689497716894
Skagit fall salmon 2022,2022-09-25,Guided,1,147,0.006802721088435374
Skagit fall salmon 2022,2022-09-25,Unguided,146,147,0.9931972789115646
Skagit fall salmon 2022,2022-10-02,Guided,7,178,0.03932584269662921
Skagit fall salmon 2022,2022-10-02,Unguided,171,178,0.9606741573033708
Skagit fall salmon 2022,2022-10-09,Guided,5,173,0.028901734104046242
Skagit fall salmon 2022,2022-10-09,Unguided,168,173,0.9710982658959537
Skagit fall salmon 2022,2022-10-16,Guided,11,125,0.088
Skagit fall salmon 2022,2022-10-16,Unguided,114,125,0.912
Skagit fall salmon 2022,2022-10-23,Guided,8,145,0.05517241379310345
Skagit fall salmon 2022,2022-10-23,Unguided,137,145,0.9448275862068966
Skagit fall salmon 2022,2022-10-30,Unguided,29,29,1
Skagit fall salmon 2022,2022-11-06,Guided,2,47,0.0425531914893617
Skagit fall salmon 2022,2022-11-06,Unguided,45,47,0.9574468085106383
Skagit fall salmon 2022,2022-11-13,Guided,5,76,0.06578947368421052
Skagit fall salmon 2022,2022-11-13,Unguided,71,76,0.9342105263157895
Skagit fall salmon 2022,2022-11-20,Guided,1,29,0.034482758620689655
Skagit fall salmon 2022,2022-11-20,Unguided,28,29,0.9655172413793104
Skagit fall salmon 2022,2022-11-27,Unguided,21,21,1
Skagit fall salmon 2023,2023-08-13,Unguided,101,101,1
Skagit fall salmon 2023,2023-08-20,Unguided,253,253,1
Skagit fall salmon 2023,2023-08-27,Guided,1,308,0.003246753246753247
Skagit fall salmon 2023,2023-08-27,Unguided,307,308,0.9967532467532467
Skagit fall salmon 2023,2023-09-03,Guided,2,260,0.007692307692307693
Skagit fall salmon 2023,2023-09-03,Unguided,258,260,0.9923076923076923
Skagit fall salmon 2023,2023-09-10,Guided,3,317,0.00946372239747634
Skagit fall salmon 2023,2023-09-10,Unguided,314,317,0.9905362776025236
Skagit fall salmon 2023,2023-09-17,Guided,6,279,0.021505376344086023
Skagit fall salmon 2023,2023-09-17,Unguided,273,279,0.978494623655914
Skagit fall salmon 2023,2023-09-24,Guided,6,262,0.022900763358778626
Skagit fall salmon 2023,2023-09-24,Unguided,256,262,0.9770992366412213
Skagit fall salmon 2023,2023-10-01,Guided,3,211,0.014218009478672985
Skagit fall salmon 2023,2023-10-01,Unguided,208,211,0.985781990521327
Skagit fall salmon 2023,2023-10-08,Guided,3,180,0.016666666666666666
Skagit fall salmon 2023,2023-10-08,Unguided,177,180,0.9833333333333333
Skagit fall salmon 2023,2023-10-15,Guided,3,117,0.02564102564102564
Skagit fall salmon 2023,2023-10-15,Unguided,114,117,0.9743589743589743
Skagit fall salmon 2023,2023-10-22,Guided,9,154,0.05844155844155844
Skagit fall salmon 2023,2023-10-22,Unguided,145,154,0.9415584415584416
Skagit fall salmon 2023,2023-10-29,Guided,2,68,0.029411764705882353
Skagit fall salmon 2023,2023-10-29,Unguided,66,68,0.9705882352941176
Skagit fall salmon 2023,2023-11-05,Guided,3,32,0.09375
Skagit fall salmon 2023,2023-11-05,Unguided,29,32,0.90625
Skagit fall salmon 2023,2023-11-12,Guided,6,89,0.06741573033707865
Skagit fall salmon 2023,2023-11-12,Unguided,83,89,0.9325842696629213
Skagit fall salmon 2023,2023-11-19,Unguided,30,30,1
Skagit fall salmon 2023,2023-11-26,Guided,1,16,0.0625
Skagit fall salmon 2023,2023-11-26,Unguided,15,16,0.9375
Skagit fall salmon 2024,2024-09-01,Unguided,231,231,1
Skagit fall salmon 2024,2024-09-08,Unguided,274,274,1
Skagit fall salmon 2024,2024-09-15,Unguided,245,245,1
Skagit fall salmon 2024,2024-09-22,Guided,1,107,0.009345794392523364
Skagit fall salmon 2024,2024-09-22,Unguided,106,107,0.9906542056074766
Skagit fall salmon 2024,2024-09-29,Guided,5,243,0.0205761316872428
Skagit fall salmon 2024,2024-09-29,Unguided,238,243,0.9794238683127572
Skagit fall salmon 2024,2024-10-06,Guided,9,167,0.05389221556886228
Skagit fall salmon 2024,2024-10-06,Unguided,158,167,0.9461077844311377
Skagit fall salmon 2024,2024-10-13,Guided,4,126,0.031746031746031744
Skagit fall salmon 2024,2024-10-13,Unguided,122,126,0.9682539682539683
Skagit fall salmon 2024,2024-10-20,Guided,3,100,0.03
Skagit fall salmon 2024,2024-10-20,Unguided,97,100,0.97
Skagit fall salmon 2024,2024-10-27,Guided,2,105,0.01904761904761905
Skagit fall salmon 2024,2024-10-27,Unguided,103,105,0.9809523809523809
Skagit fall salmon 2024,2024-11-03,Guided,5,100,0.05
Skagit fall salmon 2024,2024-11-03,Unguided,95,100,0.95
Skagit fall salmon 2024,2024-11-10,Guided,1,16,0.0625
Skagit fall salmon 2024,2024-11-10,Unguided,15,16,0.9375
Skagit fall salmon 2024,2024-11-17,Guided,3,51,0.058823529411764705
Skagit fall salmon 2024,2024-11-17,Unguided,48,51,0.9411764705882353
Skagit fall salmon 2024,2024-11-24,Unguided,14,14,1
Skagit fall salmon 2025,2025-08-10,Unguided,36,36,1
Skagit fall salmon 2025,2025-08-17,Guided,1,191,0.005235602094240838
Skagit fall salmon 2025,2025-08-17,Unguided,190,191,0.9947643979057592
Skagit fall salmon 2025,2025-08-24,Guided,1,224,0.004464285714285714
Skagit fall salmon 2025,2025-08-24,Unguided,223,224,0.9955357142857143
Skagit fall salmon 2025,2025-08-31,Unguided,188,188,1
Skagit fall salmon 2025,2025-09-07,Guided,1,232,0.004310344827586207
Skagit fall salmon 2025,2025-09-07,Unguided,231,232,0.9956896551724138
Skagit fall salmon 2025,2025-09-14,Guided,3,245,0.012244897959183673
Skagit fall salmon 2025,2025-09-14,Unguided,242,245,0.9877551020408163
Skagit fall salmon 2025,2025-09-21,Guided,8,374,0.0213903743315508
Skagit fall salmon 2025,2025-09-21,Unguided,366,374,0.9786096256684492
Skagit fall salmon 2025,2025-09-28,Guided,6,242,0.024793388429752067
Skagit fall salmon 2025,2025-09-28,Unguided,236,242,0.9752066115702479
Skagit fall salmon 2025,2025-10-05,Guided,10,258,0.03875968992248062
Skagit fall salmon 2025,2025-10-05,Unguided,248,258,0.9612403100775194
Skagit fall salmon 2025,2025-10-12,Guided,14,248,0.056451612903225805
Skagit fall salmon 2025,2025-10-12,Unguided,234,248,0.9435483870967742
Skagit fall salmon 2025,2025-10-19,Guided,9,181,0.049723756906077346
Skagit fall salmon 2025,2025-10-19,Unguided,172,181,0.9502762430939227
Skagit fall salmon 2025,2025-10-26,Guided,5,98,0.05102040816326531
Skagit fall salmon 2025,2025-10-26,Unguided,93,98,0.9489795918367347
Skagit fall salmon 2025,2025-11-02,Guided,2,46,0.043478260869565216
Skagit fall salmon 2025,2025-11-02,Unguided,44,46,0.9565217391304348
Skagit fall salmon 2025,2025-11-09,Guided,10,64,0.15625
Skagit fall salmon 2025,2025-11-09,Unguided,54,64,0.84375
Skagit fall salmon 2025,2025-11-16,Guided,1,6,0.16666666666666666
Skagit fall salmon 2025,2025-11-16,Unguided,5,6,0.8333333333333334
Skagit spring Chinook 2021 lower,2021-05-16,Unguided,38,38,1
Skagit spring Chinook 2021 lower,2021-05-23,Unguided,70,70,1
Skagit spring Chinook 2021 lower,2021-05-30,Unguided,13,13,1
Skagit spring Chinook 2022 lower,2022-05-01,Unguided,47,47,1
Skagit spring Chinook 2022 lower,2022-05-08,Unguided,90,90,1
Skagit spring Chinook 2022 lower,2022-05-15,Unguided,105,105,1
Skagit spring Chinook 2022 lower,2022-05-22,Unguided,82,82,1
Skagit spring Chinook 2022 lower,2022-05-29,Unguided,12,12,1
Skagit spring Chinook 2022 upper,2022-05-29,Guided,1,16,0.0625
Skagit spring Chinook 2022 upper,2022-05-29,Unguided,15,16,0.9375
Skagit spring Chinook 2022 upper,2022-06-05,Guided,2,27,0.07407407407407407
Skagit spring Chinook 2022 upper,2022-06-05,Unguided,25,27,0.9259259259259259
Skagit spring Chinook 2022 upper,2022-06-12,Guided,5,27,0.18518518518518517
Skagit spring Chinook 2022 upper,2022-06-12,Unguided,22,27,0.8148148148148148
Skagit spring Chinook 2022 upper,2022-06-19,Guided,2,15,0.13333333333333333
Skagit spring Chinook 2022 upper,2022-06-19,Unguided,13,15,0.8666666666666667
Skagit spring Chinook 2022 upper,2022-06-26,Unguided,11,11,1
Skagit spring Chinook 2022 upper,2022-07-03,Unguided,5,5,1
Skagit spring Chinook 2022 upper,2022-07-10,Unguided,10,10,1
Skagit spring Chinook 2023 lower,2023-04-30,Unguided,22,22,1
Skagit spring Chinook 2023 lower,2023-05-07,Unguided,96,96,1
Skagit spring Chinook 2023 lower,2023-05-14,Unguided,24,24,1
Skagit spring Chinook 2023 lower,2023-05-21,Unguided,32,32,1
Skagit spring Chinook 2023 lower,2023-05-28,Unguided,6,6,1
Skagit spring Chinook 2023 upper,2023-05-28,Unguided,18,18,1
Skagit spring Chinook 2023 upper,2023-06-04,Unguided,16,16,1
Skagit spring Chinook 2023 upper,2023-06-11,Guided,5,47,0.10638297872340426
Skagit spring Chinook 2023 upper,2023-06-11,Unguided,42,47,0.8936170212765957
Skagit spring Chinook 2023 upper,2023-06-18,Guided,2,22,0.09090909090909091
Skagit spring Chinook 2023 upper,2023-06-18,Unguided,20,22,0.9090909090909091
Skagit spring Chinook 2023 upper,2023-06-25,Guided,1,10,0.1
Skagit spring Chinook 2023 upper,2023-06-25,Unguided,9,10,0.9
Skagit spring Chinook 2023 upper,2023-07-02,Guided,1,6,0.16666666666666666
Skagit spring Chinook 2023 upper,2023-07-02,Unguided,5,6,0.8333333333333334
Skagit spring Chinook 2023 upper,2023-07-09,Guided,1,8,0.125
Skagit spring Chinook 2023 upper,2023-07-09,Unguided,7,8,0.875
Skagit spring Chinook 2024 lower,2024-04-21,Unguided,40,40,1
Skagit spring Chinook 2024 lower,2024-04-28,Unguided,91,91,1
Skagit spring Chinook 2024 lower,2024-05-05,Unguided,81,81,1
Skagit spring Chinook 2024 lower,2024-05-12,Unguided,49,49,1
Skagit spring Chinook 2024 lower,2024-05-19,Unguided,42,42,1
Skagit spring Chinook 2024 lower,2024-05-26,Unguided,27,27,1
Skagit spring Chinook 2024 upper,2024-05-26,Guided,1,44,0.022727272727272728
Skagit spring Chinook 2024 upper,2024-05-26,Unguided,43,44,0.9772727272727273
Skagit spring Chinook 2024 upper,2024-06-02,Guided,2,93,0.021505376344086023
Skagit spring Chinook 2024 upper,2024-06-02,Unguided,91,93,0.978494623655914
Skagit spring Chinook 2024 upper,2024-06-09,Guided,4,115,0.034782608695652174
Skagit spring Chinook 2024 upper,2024-06-09,Unguided,111,115,0.9652173913043478
Skagit spring Chinook 2024 upper,2024-06-16,Unguided,12,12,1
Skagit spring Chinook 2024 upper,2024-06-23,Unguided,39,39,1
Skagit spring Chinook 2024 upper,2024-06-30,Unguided,19,19,1
Skagit spring Chinook 2024 upper,2024-07-07,Unguided,30,30,1
Skagit spring Chinook 2024 upper,2024-07-14,Guided,1,13,0.07692307692307693
Skagit spring Chinook 2024 upper,2024-07-14,Unguided,12,13,0.9230769230769231
Skagit spring Chinook 2025 lower,2025-04-20,Unguided,27,27,1
Skagit spring Chinook 2025 lower,2025-04-27,Unguided,57,57,1
Skagit spring Chinook 2025 lower,2025-05-04,Unguided,43,43,1
Skagit spring Chinook 2025 lower,2025-05-11,Unguided,19,19,1
Skagit spring Chinook 2025 lower,2025-05-18,Unguided,10,10,1
Skagit spring Chinook 2025 lower,2025-05-25,Guided,1,7,0.14285714285714285
Skagit spring Chinook 2025 lower,2025-05-25,Unguided,6,7,0.8571428571428571
Skagit spring Chinook 2025 upper,2025-05-25,Guided,6,94,0.06382978723404255
Skagit spring Chinook 2025 upper,2025-05-25,Unguided,88,94,0.9361702127659575
Skagit spring Chinook 2025 upper,2025-06-01,Guided,4,108,0.037037037037037035
Skagit spring Chinook 2025 upper,2025-06-01,Unguided,104,108,0.9629629629629629
Skagit spring Chinook 2025 upper,2025-06-08,Guided,1,70,0.014285714285714285
Skagit spring Chinook 2025 upper,2025-06-08,Unguided,69,70,0.9857142857142858
Skagit spring Chinook 2025 upper,2025-06-15,Unguided,38,38,1
Skagit spring Chinook 2025 upper,2025-06-22,Unguided,40,40,1
Skagit spring Chinook 2025 upper,2025-06-29,Unguided,22,22,1
Skagit spring Chinook 2025 upper,2025-07-06,Unguided,28,28,1
Skagit spring Chinook 2025 upper,2025-07-13,Unguided,13,13,1
Skagit spring Chinook 2026 lower,2026-04-19,Guided,1,95,0.010526315789473684
Skagit spring Chinook 2026 lower,2026-04-19,Unguided,94,95,0.9894736842105263
Skagit spring Chinook 2026 lower,2026-04-26,Unguided,82,82,1
Skagit spring Chinook 2026 lower,2026-05-03,Unguided,50,50,1
Skagit spring Chinook 2026 lower,2026-05-10,Unguided,15,15,1
Skagit spring Chinook 2026 upper,2026-05-10,Guided,4,27,0.14814814814814814
Skagit spring Chinook 2026 upper,2026-05-10,Unguided,23,27,0.8518518518518519
Skagit spring Chinook 2026 upper,2026-05-17,Guided,3,69,0.043478260869565216
Skagit spring Chinook 2026 upper,2026-05-17,Unguided,66,69,0.9565217391304348
Skagit spring Chinook 2026 upper,2026-05-24,Unguided,32,32,1
Skagit spring Chinook 2026 upper,2026-05-31,Guided,1,38,0.02631578947368421
Skagit spring Chinook 2026 upper,2026-05-31,Unguided,37,38,0.9736842105263158
Skagit spring Chinook 2026 upper,2026-06-07,Guided,5,56,0.08928571428571429
Skagit spring Chinook 2026 upper,2026-06-07,Unguided,51,56,0.9107142857142857
Skagit spring Chinook 2026 upper,2026-06-14,Guided,1,18,0.05555555555555555
Skagit spring Chinook 2026 upper,2026-06-14,Unguided,17,18,0.9444444444444444
Skagit spring Chinook 2026 upper,2026-06-21,Unguided,22,22,1
Skagit spring Chinook 2026 upper,2026-06-28,Guided,1,12,0.08333333333333333
Skagit spring Chinook 2026 upper,2026-06-28,Unguided,11,12,0.9166666666666666
Skagit spring Chinook 2026 upper,2026-07-05,Unguided,12,12,1
Skagit spring Chinook 2026 upper,2026-07-12,Unguided,3,3,1
Skagit spring gamefish 2025,2025-04-20,Unguided,2,2,1
Skagit summer gamefish 2022,2022-07-10,Guided,1,2,0.5
Skagit summer gamefish 2022,2022-07-10,Unguided,1,2,0.5
Skagit summer gamefish 2022,2022-07-17,Unguided,9,9,1
Skagit summer gamefish 2022,2022-07-24,Unguided,6,6,1
Skagit summer gamefish 2022,2022-07-31,Unguided,18,18,1
Skagit summer gamefish 2022,2022-08-07,Unguided,17,17,1
Skagit summer gamefish 2022,2022-08-14,Guided,1,16,0.0625
Skagit summer gamefish 2022,2022-08-14,Unguided,15,16,0.9375
Skagit summer gamefish 2022,2022-08-21,Unguided,10,10,1
Skagit summer gamefish 2022,2022-08-28,Unguided,3,3,1
Skagit summer gamefish 2024,2024-08-18,Unguided,4,4,1
Skagit summer gamefish 2024,2024-08-25,Unguided,37,37,1
Skagit summer sockeye 2022,2022-06-12,Unguided,22,22,1
Skagit summer sockeye 2022,2022-06-19,Unguided,76,76,1
Skagit summer sockeye 2022,2022-06-26,Unguided,117,117,1
Skagit summer sockeye 2022,2022-07-03,Unguided,86,86,1
Skagit summer sockeye 2022,2022-07-10,Unguided,138,138,1
Skagit summer sockeye 2022,2022-07-17,Unguided,34,34,1
Skagit summer sockeye 2022,2022-07-24,Unguided,48,48,1
Skagit summer sockeye 2023,2023-06-11,Unguided,12,12,1
Skagit summer sockeye 2023,2023-06-18,Unguided,48,48,1
Skagit summer sockeye 2023,2023-06-25,Guided,3,53,0.05660377358490566
Skagit summer sockeye 2023,2023-06-25,Unguided,50,53,0.9433962264150944
Skagit summer sockeye 2023,2023-07-02,Unguided,43,43,1
Skagit summer sockeye 2023,2023-07-09,Guided,2,60,0.03333333333333333
Skagit summer sockeye 2023,2023-07-09,Unguided,58,60,0.9666666666666667
Skagit summer sockeye 2024,2024-06-16,Unguided,118,118,1
Skagit summer sockeye 2024,2024-06-23,Guided,2,151,0.013245033112582781
Skagit summer sockeye 2024,2024-06-23,Unguided,149,151,0.9867549668874173
Skagit summer sockeye 2024,2024-06-30,Guided,1,126,0.007936507936507936
Skagit summer sockeye 2024,2024-06-30,Unguided,125,126,0.9920634920634921
Skagit summer sockeye 2024,2024-07-07,Guided,1,94,0.010638297872340425
Skagit summer sockeye 2024,2024-07-07,Unguided,93,94,0.9893617021276596
Skagit summer sockeye 2024,2024-07-14,Guided,1,92,0.010869565217391304
Skagit summer sockeye 2024,2024-07-14,Unguided,91,92,0.9891304347826086
Skagit summer sockeye 2024,2024-07-21,Unguided,79,79,1
Skagit summer sockeye 2024,2024-07-28,Unguided,49,49,1
Skagit summer sockeye 2025,2025-06-15,Guided,1,101,0.009900990099009901
Skagit summer sockeye 2025,2025-06-15,Unguided,100,101,0.9900990099009901
Skagit summer sockeye 2025,2025-06-22,Guided,1,135,0.007407407407407408
Skagit summer sockeye 2025,2025-06-22,Unguided,134,135,0.9925925925925926
Skagit summer sockeye 2025,2025-06-29,Unguided,100,100,1
Skagit summer sockeye 2025,2025-07-06,Unguided,132,132,1
Skagit summer sockeye 2025,2025-07-13,Unguided,71,71,1
Skagit summer sockeye 2025,2025-07-20,Unguided,44,44,1
Skagit summer sockeye 2025,2025-07-27,Unguided,24,24,1
Skagit summer sockeye 2026,2026-06-14,Guided,2,58,0.034482758620689655
Skagit summer sockeye 2026,2026-06-14,Unguided,56,58,0.9655172413793104
Skagit summer sockeye 2026,2026-06-21,Guided,2,104,0.019230769230769232
Skagit summer sockeye 2026,2026-06-21,Unguided,102,104,0.9807692307692307
Skagit summer sockeye 2026,2026-06-28,Guided,1,56,0.017857142857142856
Skagit summer sockeye 2026,2026-06-28,Unguided,55,56,0.9821428571428571
Skagit summer sockeye 2026,2026-07-05,Guided,2,111,0.018018018018018018
Skagit summer sockeye 2026,2026-07-05,Unguided,109,111,0.9819819819819819
Skagit summer sockeye 2026,2026-07-12,Guided,1,82,0.012195121951219513
Skagit summer sockeye 2026,2026-07-12,Unguided,81,82,0.9878048780487805
Skagit summer sockeye 2026,2026-07-19,Unguided,41,41,1
Skagit summer sockeye 2026,2026-07-26,Unguided,31,31,1
Skagit winter gamefish 2021-22,2021-12-26,Unguided,8,8,1
Skagit winter gamefish 2021-22,2022-01-02,Unguided,14,14,1
Skagit winter gamefish 2021-22,2022-01-09,Unguided,14,14,1
Skagit winter gamefish 2021-22,2022-01-16,Guided,1,35,0.02857142857142857
Skagit winter gamefish 2021-22,2022-01-16,Unguided,34,35,0.9714285714285714
Skagit winter gamefish 2021-22,2022-01-23,Guided,4,47,0.0851063829787234
Skagit winter gamefish 2021-22,2022-01-23,Unguided,43,47,0.9148936170212766
Skagit winter gamefish 2021-22,2022-01-30,Unguided,23,23,1
Skagit winter gamefish 2022-23,2022-11-27,Unguided,1,1,1
Skagit winter gamefish 2022-23,2022-12-04,Unguided,6,6,1
Skagit winter gamefish 2022-23,2022-12-11,Unguided,9,9,1
Skagit winter gamefish 2022-23,2022-12-25,Unguided,6,6,1
Skagit winter gamefish 2022-23,2023-01-01,Unguided,17,17,1
Skagit winter gamefish 2022-23,2023-01-08,Unguided,38,38,1
Skagit winter gamefish 2022-23,2023-01-15,Unguided,44,44,1
Skagit winter gamefish 2022-23,2023-01-22,Guided,2,67,0.029850746268656716
Skagit winter gamefish 2022-23,2023-01-22,Unguided,65,67,0.9701492537313433
Skagit winter gamefish 2022-23,2023-01-29,Guided,2,60,0.03333333333333333
Skagit winter gamefish 2022-23,2023-01-29,Unguided,58,60,0.9666666666666667
Skagit winter gamefish 2024,2023-12-31,Unguided,21,21,1
Skagit winter gamefish 2024,2024-01-07,Unguided,8,8,1
Skagit winter gamefish 2024,2024-01-14,Unguided,14,14,1
Skagit winter gamefish 2024,2024-01-21,Guided,1,24,0.041666666666666664
Skagit winter gamefish 2024,2024-01-21,Unguided,23,24,0.9583333333333334
Skagit winter gamefish 2024,2024-01-28,Unguided,3,3,1
Skagit winter gamefish 2025,2024-12-29,Unguided,6,6,1
Skagit winter gamefish 2025,2025-01-05,Unguided,27,27,1
Skagit winter gamefish 2025,2025-01-12,Unguided,33,33,1
Skagit winter gamefish 2025,2025-01-19,Unguided,15,15,1
Skagit winter gamefish 2025,2025-01-26,Guided,1,13,0.07692307692307693
Skagit winter gamefish 2025,2025-01-26,Unguided,12,13,0.9230769230769231
Skagit winter steelhead 2021,2021-01-31,Guided,2,62,0.03225806451612903
Skagit winter steelhead 2021,2021-01-31,Unguided,60,62,0.967741935483871
Skagit winter steelhead 2021,2021-02-07,Guided,6,74,0.08108108108108109
Skagit winter steelhead 2021,2021-02-07,Unguided,68,74,0.918918918918919
