fishery_name,week,guided_status,n,total,prop
Hoh winter steelhead 2022-23,2023-03-12,Unguided,36,53,0.6792452830188679
Hoh winter steelhead 2022-23,2023-03-19,Guided,25,66,0.3787878787878788
Hoh winter steelhead 2022-23,2023-03-19,Unguided,41,66,0.6212121212121212
Hoh winter steelhead 2022-23,2023-03-26,Guided,21,75,0.28
Hoh winter steelhead 2022-23,2023-03-26,Unguided,54,75,0.72
Hoh winter steelhead 2023-24,2023-11-26,Guided,1,2,0.5
Hoh winter steelhead 2023-24,2023-11-26,Unguided,1,2,0.5
Hoh winter steelhead 2023-24,2023-12-03,Unguided,3,3,1
Hoh winter steelhead 2023-24,2023-12-10,Unguided,8,8,1
Hoh winter steelhead 2023-24,2023-12-17,Unguided,13,13,1
Hoh winter steelhead 2023-24,2023-12-24,Unguided,13,13,1
Hoh winter steelhead 2023-24,2023-12-31,Guided,2,24,0.08333333333333333
Hoh winter steelhead 2023-24,2023-12-31,Unguided,22,24,0.9166666666666666
Hoh winter steelhead 2023-24,2024-01-07,Guided,3,19,0.15789473684210525
Hoh winter steelhead 2023-24,2024-01-07,Unguided,16,19,0.8421052631578947
Hoh winter steelhead 2023-24,2024-01-14,Guided,4,28,0.14285714285714285
Hoh winter steelhead 2023-24,2024-01-14,Unguided,24,28,0.8571428571428571
Hoh winter steelhead 2023-24,2024-01-21,Guided,9,27,0.3333333333333333
Hoh winter steelhead 2023-24,2024-01-21,Unguided,18,27,0.6666666666666666
Hoh winter steelhead 2023-24,2024-02-04,Guided,7,31,0.22580645161290322
Hoh winter steelhead 2023-24,2024-02-04,Unguided,24,31,0.7741935483870968
Hoh winter steelhead 2023-24,2024-02-11,Guided,40,99,0.40404040404040403
Hoh winter steelhead 2023-24,2024-02-11,Unguided,59,99,0.5959595959595959
Hoh winter steelhead 2023-24,2024-02-18,Guided,32,126,0.25396825396825395
Hoh winter steelhead 2023-24,2024-02-18,Unguided,94,126,0.746031746031746
Hoh winter steelhead 2023-24,2024-02-25,Guided,15,57,0.2631578947368421
Hoh winter steelhead 2023-24,2024-02-25,Unguided,42,57,0.7368421052631579
Hoh winter steelhead 2023-24,2024-03-03,Guided,34,79,0.43037974683544306
Hoh winter steelhead 2023-24,2024-03-03,Unguided,45,79,0.569620253164557
Hoh winter steelhead 2023-24,2024-03-10,Guided,13,42,0.30952380952380953
Hoh winter steelhead 2023-24,2024-03-10,Unguided,29,42,0.6904761904761905
Hoh winter steelhead 2023-24,2024-03-17,Guided,26,82,0.3170731707317073
Hoh winter steelhead 2023-24,2024-03-17,Unguided,56,82,0.6829268292682927
Hoh winter steelhead 2023-24,2024-03-24,Guided,30,92,0.32608695652173914
Hoh winter steelhead 2023-24,2024-03-24,Unguided,62,92,0.6739130434782609
Hoh winter steelhead 2023-24,2024-03-31,Guided,4,11,0.36363636363636365
Hoh winter steelhead 2023-24,2024-03-31,Unguided,7,11,0.6363636363636364
Hoh winter steelhead 2024-25,2024-12-01,Guided,1,3,0.3333333333333333
Hoh winter steelhead 2024-25,2024-12-01,Unguided,2,3,0.6666666666666666
Hoh winter steelhead 2024-25,2024-12-08,Unguided,3,3,1
Hoh winter steelhead 2024-25,2024-12-15,Unguided,2,2,1
Hoh winter steelhead 2024-25,2024-12-29,Unguided,5,5,1
Hoh winter steelhead 2024-25,2025-01-05,Guided,6,30,0.2
Hoh winter steelhead 2024-25,2025-01-05,Unguided,24,30,0.8
Hoh winter steelhead 2024-25,2025-01-12,Guided,11,49,0.22448979591836735
Hoh winter steelhead 2024-25,2025-01-12,Unguided,38,49,0.7755102040816326
Hoh winter steelhead 2024-25,2025-01-19,Guided,13,37,0.35135135135135137
Hoh winter steelhead 2024-25,2025-01-19,Unguided,24,37,0.6486486486486487
Hoh winter steelhead 2024-25,2025-01-26,Guided,18,56,0.32142857142857145
Hoh winter steelhead 2024-25,2025-01-26,Unguided,38,56,0.6785714285714286
Hoh winter steelhead 2024-25,2025-02-02,Guided,28,55,0.509090909090909
Hoh winter steelhead 2024-25,2025-02-02,Unguided,27,55,0.4909090909090909
Hoh winter steelhead 2024-25,2025-02-09,Guided,32,75,0.4266666666666667
Hoh winter steelhead 2024-25,2025-02-09,Unguided,43,75,0.5733333333333334
Hoh winter steelhead 2024-25,2025-02-16,Guided,15,37,0.40540540540540543
Hoh winter steelhead 2024-25,2025-02-16,Unguided,22,37,0.5945945945945946
Hoh winter steelhead 2024-25,2025-02-23,Guided,2,29,0.06896551724137931
Hoh winter steelhead 2024-25,2025-02-23,Unguided,27,29,0.9310344827586207
Hoh winter steelhead 2024-25,2025-03-02,Guided,23,65,0.35384615384615387
Hoh winter steelhead 2024-25,2025-03-02,Unguided,42,65,0.6461538461538462
Hoh winter steelhead 2024-25,2025-03-09,Guided,15,48,0.3125
Hoh winter steelhead 2024-25,2025-03-09,Unguided,33,48,0.6875
Hoh winter steelhead 2024-25,2025-03-16,Guided,11,29,0.3793103448275862
Hoh winter steelhead 2024-25,2025-03-16,Unguided,18,29,0.6206896551724138
Hoh winter steelhead 2024-25,2025-03-23,Guided,8,13,0.6153846153846154
Hoh winter steelhead 2024-25,2025-03-23,Unguided,5,13,0.38461538461538464
Hoh winter steelhead 2024-25,2025-03-30,Guided,5,17,0.29411764705882354
Hoh winter steelhead 2024-25,2025-03-30,Unguided,12,17,0.7058823529411765
Hoh winter steelhead 2025-26,2025-11-30,Unguided,2,2,1
Hoh winter steelhead 2025-26,2025-12-14,Unguided,1,1,1
Hoh winter steelhead 2025-26,2025-12-21,Unguided,8,8,1
Hoh winter steelhead 2025-26,2025-12-28,Guided,1,13,0.07692307692307693
Hoh winter steelhead 2025-26,2025-12-28,Unguided,12,13,0.9230769230769231
Hoh winter steelhead 2025-26,2026-01-04,Guided,2,16,0.125
Hoh winter steelhead 2025-26,2026-01-04,Unguided,14,16,0.875
Hoh winter steelhead 2025-26,2026-01-11,Guided,2,18,0.1111111111111111
Hoh winter steelhead 2025-26,2026-01-11,Unguided,16,18,0.8888888888888888
Hoh winter steelhead 2025-26,2026-01-18,Guided,12,50,0.24
Hoh winter steelhead 2025-26,2026-01-18,Unguided,38,50,0.76
Hoh winter steelhead 2025-26,2026-01-25,Guided,2,19,0.10526315789473684
Hoh winter steelhead 2025-26,2026-01-25,Unguided,17,19,0.8947368421052632
Hoh winter steelhead 2025-26,2026-02-01,Guided,7,45,0.15555555555555556
Hoh winter steelhead 2025-26,2026-02-01,Unguided,38,45,0.8444444444444444
Hoh winter steelhead 2025-26,2026-02-08,Guided,26,71,0.36619718309859156
Hoh winter steelhead 2025-26,2026-02-08,Unguided,45,71,0.6338028169014085
Hoh winter steelhead 2025-26,2026-02-15,Guided,26,89,0.29213483146067415
Hoh winter steelhead 2025-26,2026-02-15,Unguided,63,89,0.7078651685393258
Hoh winter steelhead 2025-26,2026-02-22,Guided,32,86,0.37209302325581395
Hoh winter steelhead 2025-26,2026-02-22,Unguided,54,86,0.627906976744186
Hoh winter steelhead 2025-26,2026-03-01,Guided,43,117,0.36752136752136755
Hoh winter steelhead 2025-26,2026-03-01,Unguided,74,117,0.6324786324786325
Hoh winter steelhead 2025-26,2026-03-08,Guided,8,36,0.2222222222222222
Hoh winter steelhead 2025-26,2026-03-08,Unguided,28,36,0.7777777777777778
Hoh winter steelhead 2025-26,2026-03-15,Guided,12,25,0.48
Hoh winter steelhead 2025-26,2026-03-15,Unguided,13,25,0.52
Hoh winter steelhead 2025-26,2026-03-22,Guided,33,79,0.4177215189873418
Hoh winter steelhead 2025-26,2026-03-22,Unguided,46,79,0.5822784810126582
Hoh winter steelhead 2025-26,2026-03-29,Guided,43,96,0.4479166666666667
Hoh winter steelhead 2025-26,2026-03-29,Unguided,53,96,0.5520833333333334
Humptulips salmon 2020,2020-08-30,Guided,3,89,0.033707865168539325
Humptulips salmon 2020,2020-08-30,Unguided,86,89,0.9662921348314607
Humptulips salmon 2020,2020-09-06,Guided,5,34,0.14705882352941177
Humptulips salmon 2020,2020-09-06,Unguided,29,34,0.8529411764705882
Humptulips salmon 2020,2020-09-13,Guided,29,113,0.25663716814159293
Humptulips salmon 2020,2020-09-13,Unguided,84,113,0.7433628318584071
Humptulips salmon 2020,2020-09-20,Guided,19,90,0.2111111111111111
Humptulips salmon 2020,2020-09-20,Unguided,71,90,0.7888888888888889
Humptulips salmon 2020,2020-09-27,Guided,29,108,0.26851851851851855
Humptulips salmon 2020,2020-09-27,Unguided,79,108,0.7314814814814815
Humptulips salmon 2020,2020-10-04,Guided,4,30,0.13333333333333333
Humptulips salmon 2020,2020-10-04,Unguided,26,30,0.8666666666666667
Humptulips salmon 2020,2020-10-11,Guided,17,111,0.15315315315315314
Humptulips salmon 2020,2020-10-11,Unguided,94,111,0.8468468468468469
Humptulips salmon 2020,2020-10-18,Guided,22,84,0.2619047619047619
Humptulips salmon 2020,2020-10-18,Unguided,62,84,0.7380952380952381
Humptulips salmon 2020,2020-10-25,Guided,1,24,0.041666666666666664
Humptulips salmon 2020,2020-10-25,Unguided,23,24,0.9583333333333334
Humptulips salmon 2020,2020-11-01,Guided,2,24,0.08333333333333333
Humptulips salmon 2020,2020-11-01,Unguided,22,24,0.9166666666666666
Humptulips salmon 2020,2020-11-08,Guided,5,37,0.13513513513513514
Humptulips salmon 2020,2020-11-08,Unguided,32,37,0.8648648648648649
Humptulips salmon 2020,2020-11-15,Guided,3,32,0.09375
Humptulips salmon 2020,2020-11-15,Unguided,29,32,0.90625
Humptulips salmon 2020,2020-11-22,Guided,11,52,0.21153846153846154
Humptulips salmon 2020,2020-11-22,Unguided,41,52,0.7884615384615384
Humptulips salmon 2020,2020-11-29,Guided,3,17,0.17647058823529413
Humptulips salmon 2020,2020-11-29,Unguided,14,17,0.8235294117647058
Humptulips salmon 2021,2021-08-29,Guided,5,56,0.08928571428571429
Humptulips salmon 2021,2021-08-29,Unguided,51,56,0.9107142857142857
Humptulips salmon 2021,2021-09-05,Guided,3,77,0.03896103896103896
Humptulips salmon 2021,2021-09-05,Unguided,74,77,0.961038961038961
Humptulips salmon 2021,2021-09-12,Guided,4,69,0.057971014492753624
Humptulips salmon 2021,2021-09-12,Unguided,65,69,0.9420289855072463
Humptulips salmon 2021,2021-09-19,Guided,11,52,0.21153846153846154
Humptulips salmon 2021,2021-09-19,Unguided,41,52,0.7884615384615384
Humptulips salmon 2021,2021-09-26,Guided,15,85,0.17647058823529413
Humptulips salmon 2021,2021-09-26,Unguided,70,85,0.8235294117647058
Humptulips salmon 2021,2021-10-03,Guided,5,92,0.05434782608695652
Humptulips salmon 2021,2021-10-03,Unguided,87,92,0.9456521739130435
Humptulips salmon 2021,2021-10-10,Guided,19,95,0.2
Humptulips salmon 2021,2021-10-10,Unguided,76,95,0.8
Humptulips salmon 2021,2021-10-17,Guided,8,57,0.14035087719298245
Humptulips salmon 2021,2021-10-17,Unguided,49,57,0.8596491228070176
Humptulips salmon 2021,2021-10-24,Guided,1,17,0.058823529411764705
Humptulips salmon 2021,2021-10-24,Unguided,16,17,0.9411764705882353
Humptulips salmon 2021,2021-10-31,Guided,1,13,0.07692307692307693
Humptulips salmon 2021,2021-10-31,Unguided,12,13,0.9230769230769231
Humptulips salmon 2021,2021-11-07,Guided,4,21,0.19047619047619047
Humptulips salmon 2021,2021-11-07,Unguided,17,21,0.8095238095238095
Humptulips salmon 2021,2021-11-14,Guided,6,36,0.16666666666666666
Humptulips salmon 2021,2021-11-14,Unguided,30,36,0.8333333333333334
Humptulips salmon 2021,2021-11-21,Guided,13,50,0.26
Humptulips salmon 2021,2021-11-21,Unguided,37,50,0.74
Humptulips salmon 2021,2021-11-28,Unguided,3,3,1
Humptulips salmon 2022,2022-08-28,Guided,4,68,0.058823529411764705
Humptulips salmon 2022,2022-08-28,Unguided,64,68,0.9411764705882353
Humptulips salmon 2022,2022-09-04,Guided,4,25,0.16
Humptulips salmon 2022,2022-09-04,Unguided,21,25,0.84
Humptulips salmon 2022,2022-09-11,Guided,12,94,0.1276595744680851
Humptulips salmon 2022,2022-09-11,Unguided,82,94,0.8723404255319149
Humptulips salmon 2022,2022-09-18,Guided,6,49,0.12244897959183673
Humptulips salmon 2022,2022-09-18,Unguided,43,49,0.8775510204081632
Humptulips salmon 2022,2022-09-25,Guided,5,37,0.13513513513513514
Humptulips salmon 2022,2022-09-25,Unguided,32,37,0.8648648648648649
Humptulips salmon 2022,2022-10-02,Guided,3,40,0.075
Humptulips salmon 2022,2022-10-02,Unguided,37,40,0.925
Humptulips salmon 2022,2022-10-23,Guided,2,30,0.06666666666666667
Humptulips salmon 2022,2022-10-23,Unguided,28,30,0.9333333333333333
Humptulips salmon 2022,2022-10-30,Guided,5,65,0.07692307692307693
Humptulips salmon 2022,2022-10-30,Unguided,60,65,0.9230769230769231
Humptulips salmon 2022,2022-11-06,Guided,5,50,0.1
Humptulips salmon 2022,2022-11-06,Unguided,45,50,0.9
Humptulips salmon 2022,2022-11-13,Guided,4,39,0.10256410256410256
Humptulips salmon 2022,2022-11-13,Unguided,35,39,0.8974358974358975
Humptulips salmon 2022,2022-11-20,Unguided,26,26,1
Humptulips salmon 2022,2022-11-27,Guided,1,55,0.01818181818181818
Humptulips salmon 2022,2022-11-27,Unguided,54,55,0.9818181818181818
Humptulips salmon 2022,2022-12-04,Unguided,41,41,1
Humptulips salmon 2022,2022-12-11,Unguided,50,50,1
Humptulips salmon 2023,2023-08-27,Unguided,49,49,1
Humptulips salmon 2023,2023-09-03,Guided,1,13,0.07692307692307693
Humptulips salmon 2023,2023-09-03,Unguided,12,13,0.9230769230769231
