region,catch_area_code,n_years,years_present,mean_harvest,usable,fail_reason,river_label,block,area_coverage,system,ratio,ratio_basis,n_donor_areas,donor_areas,donor_ratio_cv,max_donor_area_harvest,out_of_scale,angler_trips,total_salmon_harvest,year,tier,source_id,method,mode,location,location_basis,mode_basis,fishery_name,month
Coastal,345,4,2020|2021|2022|2024,30.75,TRUE,NA,Goodman Creek,WACoast,standard,Goodman Cr. System,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,45.16160187372748,30.75,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 31 (4 of 6 years: 2020|2021|2022|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,352,3,2022|2023|2024,9.333333333333334,TRUE,NA,Hoh South Fork,WACoast,standard,Hoh R. System,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,13.70758647657853,9.333333333333334,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 9 (3 of 6 years: 2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,355,6,2019|2020|2021|2022|2023|2024,77,TRUE,NA,Hoquiam River,WACoast,standard,Grays Harbor,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,113.08758843177287,77,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 77 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,367,6,2019|2020|2021|2022|2023|2024,106,TRUE,NA,Johns River,WACoast,standard,Grays Harbor,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,155.67901784114187,106,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 106 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,370,3,2019|2022|2023,31.666666666666668,TRUE,NA,Quigg Lake,WACoast,standard,Chehalis R. System,0.6232733225457382,system_year,2,315|329,1.3130908754875956,14309,FALSE,19.73698854728171,31.666666666666668,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 32 (3 of 6 years: 2019|2022|2023) x system_year ratio 0.623 (2 donor area(s) [315|329]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,371,4,2020|2021|2022|2023,38.25,TRUE,NA,Moclips River,WACoast,standard,Moclips R. System,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,56.176626720978085,38.25,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 38 (4 of 6 years: 2020|2021|2022|2023) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,375,6,2019|2020|2021|2022|2023|2024,3357,TRUE,NA,Naselle,WACoast,standard,Willapa Bay,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,4930.32512162937,3357,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 3357 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,379,6,2019|2020|2021|2022|2023|2024,1923.3333333333333,TRUE,NA,Nemah,WACoast,standard,Willapa Bay,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,2824.7419274949325,1923.3333333333333,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 1923 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,382,6,2019|2020|2021|2022|2023|2024,354,TRUE,NA,North River,WACoast,standard,Willapa Bay,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,519.9091727902286,354,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 354 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,384,6,2019|2020|2021|2022|2023|2024,57.5,TRUE,NA,Smith Creek (Pacific Co),WACoast,standard,Willapa Bay,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,84.4485238289213,57.5,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 58 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,392,5,2019|2020|2021|2023|2024,109.4,TRUE,NA,Clearwater River,WACoast,standard,Queets R. System,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,160.67249577189548,109.4,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 109 (5 of 6 years: 2019|2020|2021|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,394,6,2019|2020|2021|2022|2023|2024,136.66666666666666,TRUE,NA,Queets River,WACoast,standard,Queets R. System,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,200.71823054989989,136.66666666666666,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 137 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,396,6,2019|2020|2021|2022|2023|2024,157.33333333333334,TRUE,NA,Salmon River (Jefferson Co),WACoast,standard,Queets R. System,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,231.0707434623238,157.33333333333334,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 157 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,408,6,2019|2020|2021|2022|2023|2024,35,TRUE,NA,Cook Creek,WACoast,standard,Quinault R. System,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,51.40344928716949,35,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 35 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,410,6,2019|2020|2021|2022|2023|2024,67.16666666666667,TRUE,NA,Quinault River,WACoast,standard,Quinault R. System,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,98.64566696537764,67.16666666666667,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 67 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Coastal,424,6,2019|2020|2021|2022|2023|2024,2393,TRUE,NA,Willapa,WACoast,standard,Willapa Bay,1.468669979633414,block_year,6,315|329|358|398|404|406,0.6397144318331501,14309,FALSE,3514.5272612627596,2393,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 2393 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 1.469 (6 donor area(s) [315|329|358|398|404|406]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,501,5,2019|2021|2022|2023|2024,15.6,TRUE,NA,Abernathy Creek,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,45.881181662102435,15.6,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 16 (5 of 6 years: 2019|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,507,5,2019|2020|2021|2022|2024,34.8,TRUE,NA,Lower Cowlitz,ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,102.35032832315157,34.8,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 35 (5 of 6 years: 2019|2020|2021|2022|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,515,5,2020|2021|2022|2023|2024,24.4,TRUE,NA,Chinook River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,71.76287388174995,24.4,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 24 (5 of 6 years: 2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,517,6,2019|2020|2021|2022|2023|2024,96.83333333333333,TRUE,NA,Coal Creek (Cowlitz Co),ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,284.796651129076,96.83333333333333,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 97 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,555,6,2019|2020|2021|2022|2023|2024,298.1666666666667,TRUE,NA,Cispus River,ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,876.9383973664665,298.1666666666667,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 298 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,559,6,2019|2020|2021|2022|2023|2024,1385.6666666666667,TRUE,NA,Upper Cowlitz River,ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,4075.3861574649536,1385.6666666666667,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 1386 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,563,4,2021|2022|2023|2024,59,TRUE,NA,Upper Cowlitz River,ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,173.5249819271823,59,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 59 (4 of 6 years: 2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,565,6,2019|2020|2021|2022|2023|2024,189.33333333333334,TRUE,NA,Green River (Cowlitz Co),ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,556.8485295742347,189.33333333333334,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 189 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,566,6,2019|2020|2021|2022|2023|2024,211.33333333333334,TRUE,NA,Green River (Cowlitz Co),ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,621.5527601233536,211.33333333333334,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 211 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,569,5,2019|2020|2021|2022|2024,10.2,TRUE,NA,Olequa Creek,ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,29.99923416368236,10.2,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 10 (5 of 6 years: 2019|2020|2021|2022|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,571,6,2019|2020|2021|2022|2023|2024,2581.6666666666665,TRUE,NA,Tilton River,ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,7592.94341822614,2581.6666666666665,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 2582 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,573,6,2019|2020|2021|2022|2023|2024,42,TRUE,NA,Toutle River,ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,123.52625832104502,42,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 42 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,575,6,2019|2020|2021|2022|2023|2024,635.8333333333334,TRUE,NA,Toutle River,ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,1870.0502995824872,635.8333333333334,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 636 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,580,4,2019|2021|2022|2023,9.25,TRUE,NA,Deep River (Wahkiakum Co),ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,27.205187844515866,9.25,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 9 (4 of 6 years: 2019|2021|2022|2023) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,584,5,2019|2021|2022|2023|2024,50.4,TRUE,NA,Elochoman River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,148.231509985254,50.4,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 50 (5 of 6 years: 2019|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,589,3,2021|2022|2024,31,TRUE,NA,Germany Creek,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,91.17414304648561,31,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 31 (3 of 6 years: 2021|2022|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,594,3,2019|2023|2024,34,TRUE,NA,Grays River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,99.99744721227454,34,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 34 (3 of 6 years: 2019|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,595,5,2020|2021|2022|2023|2024,121.8,TRUE,NA,Grays River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,358.2261491310305,121.8,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 122 (5 of 6 years: 2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,602,5,2020|2021|2022|2023|2024,71.4,TRUE,NA,Kalama River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,209.99463914577655,71.4,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 71 (5 of 6 years: 2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,603,6,2019|2020|2021|2022|2023|2024,783.8333333333334,TRUE,NA,Kalama River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,2305.3333050947413,783.8333333333334,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 784 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,609,5,2020|2021|2022|2023|2024,48.4,TRUE,NA,Cedar Creek (Clark Co),ColumbiaLower,standard,Lewis R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,142.3493072080614,48.4,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 48 (5 of 6 years: 2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
